Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
run-2-POC_R0_C3_S12_R2_001	32.63743848593167	44.0	151.0	18.181818181818183	5157725.0
run-2-POC_R0_H1_S36_R1_001	29.464580574966305	43.0	151.0	27.27272727272727	4293388.0
run-2-POC_R0_H1_S36_R2_001	26.34998869108665	43.0	151.0	18.181818181818183	4293388.0
run-2-POC_R120_C1_S18_R1_001	27.324913733379404	43.0	151.0	18.181818181818183	3488400.0
run-2-POC_R120_C1_S18_R2_001	25.348741629122486	43.0	151.0	18.181818181818183	3488400.0
run-2-POC_R120_C2_S44_R1_001	28.440906276351626	43.0	151.0	27.27272727272727	3799452.0
run-2-POC_R120_C2_S44_R2_001	25.004249149239584	43.0	151.0	18.181818181818183	3799452.0
run-2-POC_R120_C3_S50_R1_001	30.449921013167398	43.0	151.0	27.27272727272727	4282259.0
run-2-POC_R120_C3_S50_R2_001	26.22728919978053	43.0	151.0	18.181818181818183	4282259.0
run-2-POC_R120_H1_S51_R1_001	35.85273464636977	43.0	151.0	27.27272727272727	4110455.0
run-2-POC_R120_H1_S51_R2_001	32.54943271542477	43.0	151.0	18.181818181818183	4110455.0
run-2-POC_R120_H2_S55_R1_001	43.8017810908892	43.0	151.0	18.181818181818183	17952875.0
run-2-POC_R120_H2_S55_R2_001	40.10597189395801	43.0	151.0	9.090909090909092	17952875.0
run-2-POC_R120_H3_S17_R1_001	32.883858224382806	44.0	151.0	27.27272727272727	5248791.0
run-2-POC_R120_H3_S17_R2_001	30.593828743709565	44.0	151.0	18.181818181818183	5248791.0
run-2-POC_R12_C3_S37_R1_001	28.61041894653114	43.0	151.0	27.27272727272727	3105058.0
run-2-POC_R12_C3_S37_R2_001	25.24893675133403	43.0	151.0	18.181818181818183	3105058.0
run-2-POC_R12_H3_S53_R1_001	26.38965440057062	42.0	151.0	27.27272727272727	3394333.0
run-2-POC_R12_H3_S53_R2_001	22.724475778861915	43.0	151.0	18.181818181818183	3394333.0
run-2-POC_R1_C1_S22_R1_001	31.759679034935857	43.0	151.0	27.27272727272727	5469824.0
run-2-POC_R1_C1_S22_R2_001	29.76627176331921	43.0	151.0	18.181818181818183	5469824.0
run-2-POC_R1_C2_S63_R1_001	51.14216299251787	42.0	151.0	36.36363636363637	16698430.0
run-2-POC_R1_C2_S63_R2_001	40.09680363209096	42.0	151.0	18.181818181818183	16698430.0
run-2-POC_R1_H1_S29_R1_001	26.80953913466091	43.0	151.0	27.27272727272727	3590824.0
run-2-POC_R1_H1_S29_R2_001	24.483381864173282	43.0	151.0	18.181818181818183	3590824.0
run-2-POC_R24_H1_S30_R1_001	28.766138887402747	43.0	151.0	27.27272727272727	4670037.0
run-2-POC_R24_H1_S30_R2_001	26.231698397748616	43.0	151.0	18.181818181818183	4670037.0
run-2-POC_R3_C1_S64_R1_001	46.35347315917343	43.0	151.0	9.090909090909092	11652301.0
run-2-POC_R3_C1_S64_R2_001	42.380593083558296	43.0	151.0	9.090909090909092	11652301.0
run-2-POC_R3_C2_S21_R1_001	31.634657402372312	43.0	151.0	27.27272727272727	4685068.0
run-2-POC_R3_C2_S21_R2_001	29.3981595329371	44.0	151.0	18.181818181818183	4685068.0
run-2-POC_R3_H1_S39_R1_001	29.978627082781657	43.0	151.0	27.27272727272727	3297598.0
run-2-POC_R3_H1_S39_R2_001	26.96485194606656	43.0	151.0	18.181818181818183	3297598.0
run-2-POC_R3_H2_S59_R1_001	47.821288275960406	42.0	151.0	18.181818181818183	10114446.0
run-2-POC_R3_H2_S59_R2_001	38.333549667187825	42.0	151.0	9.090909090909092	10114446.0
run-2-POC_R72_C1_S45_R1_001	31.590421520823213	43.0	151.0	27.27272727272727	4419877.0
run-2-POC_R72_C1_S45_R2_001	28.52491991113645	43.0	151.0	18.181818181818183	4419877.0
run-2-POR_R0_C1_S65_R1_001	76.94603614294861	47.0	151.0	36.36363636363637	9851159.0
run-2-POR_R0_C1_S65_R2_001	71.34918918025457	47.0	151.0	18.181818181818183	9851159.0
run-2-POR_R0_C3_S31_R1_001	55.55906250124117	46.0	151.0	18.181818181818183	4712054.0
run-2-POR_R0_C3_S31_R2_001	53.29368732269528	46.0	151.0	27.27272727272727	4712054.0
run-2-POR_R0_H2_S15_R1_001	77.6419299142368	49.0	151.0	18.181818181818183	5720755.0
run-2-POR_R0_H2_S15_R2_001	75.306112391363	48.0	151.0	27.27272727272727	5720755.0
run-2-POR_R120_C1_S54_R1_001	83.91872269875304	49.0	151.0	36.36363636363637	3696736.0
run-2-POR_R120_C1_S54_R2_001	80.7898282635978	49.0	151.0	36.36363636363637	3696736.0
run-2-POR_R120_H1_S58_R1_001	48.815491907624406	43.0	151.0	18.181818181818183	11397628.0
run-2-POR_R120_H1_S58_R2_001	41.15292245488968	43.0	151.0	9.090909090909092	11397628.0
run-2-POR_R120_H3_S52_R1_001	76.1866180154553	48.0	151.0	27.27272727272727	4597204.0
run-2-POR_R120_H3_S52_R2_001	73.36437363577517	48.0	151.0	36.36363636363637	4597204.0
run-2-POR_R12_C1_S42_R1_001	82.1679728145011	49.0	151.0	27.27272727272727	4013413.0
run-2-POR_R12_C1_S42_R2_001	79.62306083252335	49.0	151.0	36.36363636363637	4013413.0
run-2-POR_R12_H1_S13_R1_001	41.18822597398837	45.0	151.0	9.090909090909092	5047267.0
run-2-POR_R12_H1_S13_R2_001	39.058957899748926	45.0	151.0	18.181818181818183	5047267.0
run-2-POR_R1_C1_S32_R1_001	83.09856561202915	50.0	151.0	27.27272727272727	4329734.0
run-2-POR_R1_C1_S32_R2_001	80.86142089756368	49.0	151.0	36.36363636363637	4329734.0
run-2-POR_R1_C2_S47_R1_001	60.875170729921344	47.0	151.0	27.27272727272727	3777244.0
run-2-POR_R1_C2_S47_R2_001	57.92204616822527	47.0	151.0	27.27272727272727	3777244.0
run-2-POR_R1_C3_S16_R1_001	66.722355494768	47.0	151.0	27.27272727272727	4799321.0
run-2-POR_R1_C3_S16_R2_001	64.53870178586851	47.0	151.0	27.27272727272727	4799321.0
run-2-POR_R24_C3_S57_R1_001	77.49284151369636	47.0	151.0	36.36363636363637	7935534.0
run-2-POR_R24_C3_S57_R2_001	72.96810950651941	47.0	151.0	36.36363636363637	7935534.0
run-2-POR_R24_H1_S49_R1_001	90.85869850062197	50.0	151.0	36.36363636363637	4390265.0
run-2-POR_R24_H1_S49_R2_001	88.00358515925087	50.0	151.0	36.36363636363637	4390265.0
run-2-POR_R3_C2_S60_R1_001	68.78517464622149	46.0	151.0	18.181818181818183	8704499.0
run-2-POR_R3_C2_S60_R2_001	62.51856791996408	45.0	151.0	18.181818181818183	8704499.0
run-2-POR_R3_H1_S41_R1_001	60.57320924537991	47.0	151.0	27.27272727272727	3608232.0
run-2-POR_R3_H1_S41_R2_001	57.88837960585978	46.0	151.0	27.27272727272727	3608232.0
run-2-POR_R3_H3_S24_R1_001	69.37667949857905	47.0	151.0	18.181818181818183	5391491.0
run-2-POR_R3_H3_S24_R2_001	66.40900933055835	47.0	151.0	36.36363636363637	5391491.0
run-2-POR_R72_H1_S34_R1_001	86.84821043691814	51.0	151.0	36.36363636363637	4630054.0
run-2-POR_R72_H1_S34_R2_001	84.30283723623224	50.0	151.0	45.45454545454545	4630054.0
run-3_MON_R0_H2_S7_R1_001	50.49986298787276	43.0	151.0	27.27272727272727	19077947.0
run-3_MON_R0_H2_S7_R2_001	47.550171264114184	43.0	151.0	9.090909090909092	19077947.0
run-3_MON_R120_C3_S10_R1_001	58.169033552810966	43.0	151.0	27.27272727272727	19622358.0
run-3_MON_R120_C3_S10_R2_001	47.17849753302041	43.0	151.0	9.090909090909092	19622358.0
run-3_MON_R3_H2_S12_R1_001	57.55469554534835	42.0	151.0	27.27272727272727	21150038.0
run-3_MON_R3_H2_S12_R2_001	49.4147151423906	43.0	151.0	9.090909090909092	21150038.0
run-3_POC_R120_C1_S4_R1_001	46.803154427983706	43.0	151.0	18.181818181818183	16160207.0
run-3_POC_R120_C1_S4_R2_001	45.35203956747475	44.0	151.0	9.090909090909092	16160207.0
run-3_POC_R12_C3_S6_R1_001	53.492527127890035	43.0	151.0	27.27272727272727	21008116.0
run-3_POC_R12_C3_S6_R2_001	50.13702464645224	43.0	151.0	18.181818181818183	21008116.0
run-3_POC_R1_H1_S5_R1_001	44.77589179814184	43.0	151.0	18.181818181818183	15125371.0
run-3_POC_R1_H1_S5_R2_001	42.879236038313984	43.0	151.0	9.090909090909092	15125371.0
run-3_POC_R3_H2_S11_R1_001	58.36453560911241	42.0	151.0	27.27272727272727	20965923.0
run-3_POC_R3_H2_S11_R2_001	50.654624846391435	42.0	151.0	18.181818181818183	20965923.0
run-3_POR_R120_C1_S123_R1_001	93.02261554356801	50.0	151.0	18.181818181818183	34978730.0
run-3_POR_R120_C1_S123_R2_001	91.92430279275256	50.0	151.0	27.27272727272727	34978730.0
run-3_POR_R120_H1_S13_R1_001	57.68482901861878	43.0	151.0	27.27272727272727	21549300.0
run-3_POR_R120_H1_S13_R2_001	51.38082350859295	43.0	151.0	18.181818181818183	21549300.0
run-3_POR_R24_C3_S124_R1_001	90.59597431902102	49.0	151.0	18.181818181818183	30147489.0
run-3_POR_R24_C3_S124_R2_001	89.50228305674148	49.0	151.0	27.27272727272727	30147489.0
run-3_POR_R3_C2_S9_R1_001	74.75672294553422	46.0	151.0	27.27272727272727	18499464.0
run-3_POR_R3_C2_S9_R2_001	70.66825615385252	46.0	151.0	18.181818181818183	18499464.0
run-3_POR_R3_H1_S8_R1_001	73.24714812407827	47.0	151.0	18.181818181818183	16881208.0
run-3_POR_R3_H1_S8_R2_001	71.69991070699136	47.0	151.0	18.181818181818183	16881208.0
