Gene	p	padj	loglik_full	loglik_red	df_full	df_red	mean	converge_combined	converge_case	converge_control	converge_sigmoid	impulseTOsigmoid_p	impulseTOsigmoid_padj	sigmoidTOconst_p	sigmoidTOconst_padj	isTransient	isMonotonous	allZero
Pocillopora_acuta_HIv2___RNAseq.g12139.t1	0.0453421493374805	0.117623007306615	-234.141077404833	-239.802484805296	17	12	480.60334811386	0	0	0	0	0.103108946583133	0.199770688057966	0.0615544772663568	0.152872857300993	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12140.t1	0.0014010754585084	0.00637101963805689	-235.445034988418	-245.312631066454	17	12	496.017502180793	0	0	0	0	0.00288335010824369	0.00976530100467559	0.0187465956256586	0.0552773924431239	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12141.t1	0.000891738972314849	0.00430534029506673	-234.398242408897	-244.787747886196	17	12	631.724366059925	0	0	0	0	2.26323925302798e-07	1.84656827943726e-06	0.289515611947494	0.537564978994425	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3110.t1	0.0019338120208185	0.00840110073244597	-169.089373597141	-178.582313331063	17	12	35.8010796782803	0	0	0	0	5.47694283630632e-07	4.20715853191474e-06	0.245014660935913	0.472343817760834	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12144.t2	0.404781417536098	0.652023013516196	-261.810055760425	-264.355949504919	17	12	964.928459125969	0	0	0	0	0.0853906231906987	0.171935095173404	0.30933721585378	0.565874480207727	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___TS.g3113.t1	0.00932751193384093	0.0318840537052123	-323.661546873056	-331.288923643668	17	12	4607.37274851096	0	0	0	0	6.487425777552e-06	4.08322231421313e-05	0.00559108915458372	0.0193087390645768	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12147.t2	0.0308354361337021	0.0859292209155245	-268.76332953166	-274.915988878044	17	12	1521.71043176827	0	0	0	0	0.257823001521612	0.41019564665402	3.92708867149433e-05	0.000222459740472634	FALSE	TRUE	FALSE
Pocillopora_acuta_HIv2___TS.g3116.t1	9.88499141268372e-05	0.00063501285831161	-141.004576748215	-153.889957969851	17	12	26.2194439319762	0	0	0	0	2.20083295213657e-05	0.000124781398638891	0.00389804928740237	0.0140201558209753	TRUE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12148.t1	0.95813665416469	1	-11.176246025344	-11.7029935928068	17	12	1.47088691644913	0	0	0	0	0.744174458967263	0.885300373354566	0.924063588464883	1	FALSE	FALSE	FALSE
Pocillopora_acuta_HIv2___RNAseq.g12149.t1	0.362074127796665	0.601629531294574	-140.78918481316	-143.520440639489	17	12	11.7941968105938	0	0	0	0	0.0792557683513863	0.161874404269449	0.30171709010167	0.555334620922632	FALSE	FALSE	FALSE
