Sample	command
run-2-MON_R0_H2_S43_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R0_H2_S43_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R0_H2_S43_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R0_H2_S43_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R0_H2_S43_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R0_H2_S43_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R0_H2_S43_fastp.json 
run-2-MON_R120_C3_S61_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R120_C3_S61_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R120_C3_S61_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R120_C3_S61_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R120_C3_S61_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R120_C3_S61_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R120_C3_S61_fastp.json 
run-2-MON_R120_H3_S46_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R120_H3_S46_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R120_H3_S46_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R120_H3_S46_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R120_H3_S46_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R120_H3_S46_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R120_H3_S46_fastp.json 
run-2-MON_R12_H1_S26_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R12_H1_S26_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R12_H1_S26_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R12_H1_S26_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R12_H1_S26_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R12_H1_S26_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R12_H1_S26_fastp.json 
run-2-MON_R1_H3_S35_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R1_H3_S35_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R1_H3_S35_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R1_H3_S35_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R1_H3_S35_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R1_H3_S35_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R1_H3_S35_fastp.json 
run-2-MON_R24_C3_S25_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R24_C3_S25_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R24_C3_S25_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R24_C3_S25_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R24_C3_S25_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R24_C3_S25_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R24_C3_S25_fastp.json 
run-2-MON_R3_C3_S23_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R3_C3_S23_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R3_C3_S23_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R3_C3_S23_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R3_C3_S23_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R3_C3_S23_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R3_C3_S23_fastp.json 
run-2-MON_R3_H1_S19_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R3_H1_S19_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R3_H1_S19_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R3_H1_S19_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R3_H1_S19_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R3_H1_S19_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R3_H1_S19_fastp.json 
run-2-MON_R3_H2_S62_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R3_H2_S62_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R3_H2_S62_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R3_H2_S62_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R3_H2_S62_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R3_H2_S62_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R3_H2_S62_fastp.json 
run-2-MON_R72_C1_S20_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_C1_S20_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_C1_S20_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_C1_S20_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_C1_S20_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_C1_S20_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_C1_S20_fastp.json 
run-2-MON_R72_C2_S33_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_C2_S33_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_C2_S33_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_C2_S33_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_C2_S33_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_C2_S33_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_C2_S33_fastp.json 
run-2-MON_R72_C3_S56_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_C3_S56_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_C3_S56_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_C3_S56_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_C3_S56_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_C3_S56_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_C3_S56_fastp.json 
run-2-MON_R72_H2_S14_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_H2_S14_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_H2_S14_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_H2_S14_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_H2_S14_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_H2_S14_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_H2_S14_fastp.json 
run-2-MON_R72_H3_S28_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_H3_S28_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-MON_R72_H3_S28_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_H3_S28_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-MON_R72_H3_S28_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_H3_S28_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-MON_R72_H3_S28_fastp.json 
run-2-POC_R0_C1_S38_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_C1_S38_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_C1_S38_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_C1_S38_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_C1_S38_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_C1_S38_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_C1_S38_fastp.json 
run-2-POC_R0_C2_S27_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_C2_S27_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_C2_S27_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_C2_S27_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_C2_S27_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_C2_S27_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_C2_S27_fastp.json 
run-2-POC_R0_C3_S12_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_C3_S12_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_C3_S12_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_C3_S12_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_C3_S12_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_C3_S12_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_C3_S12_fastp.json 
run-2-POC_R0_H1_S36_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_H1_S36_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R0_H1_S36_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_H1_S36_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R0_H1_S36_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_H1_S36_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R0_H1_S36_fastp.json 
run-2-POC_R120_C1_S18_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_C1_S18_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_C1_S18_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_C1_S18_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_C1_S18_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_C1_S18_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_C1_S18_fastp.json 
run-2-POC_R120_C2_S44_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_C2_S44_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_C2_S44_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_C2_S44_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_C2_S44_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_C2_S44_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_C2_S44_fastp.json 
run-2-POC_R120_C3_S50_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_C3_S50_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_C3_S50_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_C3_S50_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_C3_S50_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_C3_S50_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_C3_S50_fastp.json 
run-2-POC_R120_H1_S51_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_H1_S51_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_H1_S51_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_H1_S51_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_H1_S51_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_H1_S51_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_H1_S51_fastp.json 
run-2-POC_R120_H2_S55_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_H2_S55_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_H2_S55_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_H2_S55_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_H2_S55_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_H2_S55_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_H2_S55_fastp.json 
run-2-POC_R120_H3_S17_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_H3_S17_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R120_H3_S17_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_H3_S17_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R120_H3_S17_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_H3_S17_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R120_H3_S17_fastp.json 
run-2-POC_R12_C3_S37_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R12_C3_S37_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R12_C3_S37_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R12_C3_S37_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R12_C3_S37_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R12_C3_S37_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R12_C3_S37_fastp.json 
run-2-POC_R12_H3_S53_fastp	fastp --in1 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R12_H3_S53_R1_001.fastq.gz --in2 /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/data_RNA/run-2-POC_R12_H3_S53_R2_001.fastq.gz --out1 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R12_H3_S53_R1_trim.fastq.gz --out2 /scratch3/workspace/zdellaert_uri_edu-shared/TimeSeries/trimmed/run-2-POC_R12_H3_S53_R2_trim.fastq.gz --detect_adapter_for_pe --qualified_quality_phred 20 --trim_poly_g --trim_front1 10 --trim_front2 10 --length_required 20 --thread 2 --overrepresentation_analysis --html /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R12_H3_S53_fastp.html --json /project/pi_hputnam_uri_edu/zdellaert/TimeSeries/4-multi-species/output_RNA/trimmed_qc/run-2-POC_R12_H3_S53_fastp.json 
