Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
MON_R0_C1_S96_R1_trim	MON_R0_C1_S96_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34387353.0	4.7 Gbp	0.0	20-141	42.0	36.576707873136606	138.38321609110187	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R0_C1_S96_R2_trim	MON_R0_C1_S96_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34387353.0	4.7 Gbp	0.0	20-141	43.0	42.622887380672395	138.37121801727514	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R0_C2_S118_R1_trim	MON_R0_C2_S118_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12149841.0	1.6 Gbp	0.0	20-141	42.0	51.49875312690199	138.63620058896245	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_C2_S118_R2_trim	MON_R0_C2_S118_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12149841.0	1.6 Gbp	0.0	20-141	42.0	58.71014971827726	138.62412339387816	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_C3_S107_R1_trim	MON_R0_C3_S107_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13451593.0	1.8 Gbp	0.0	20-141	42.0	50.46828523417933	139.05177914615763	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_C3_S107_R2_trim	MON_R0_C3_S107_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13451593.0	1.8 Gbp	0.0	20-141	43.0	57.466376534226896	139.04041112454115	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_H1_S89_R1_trim	MON_R0_H1_S89_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25941298.0	3.5 Gbp	0.0	20-141	44.0	44.863437950063535	138.4404536735209	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R0_H1_S89_R2_trim	MON_R0_H1_S89_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25941298.0	3.5 Gbp	0.0	20-141	45.0	51.428866742160615	138.4314953708176	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_H2_S110_R1_trim	MON_R0_H2_S110_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10710049.0	1.4 Gbp	0.0	20-141	42.0	52.10271221593905	138.66019866015552	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_H2_S110_R2_trim	MON_R0_H2_S110_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10710049.0	1.4 Gbp	0.0	20-141	42.0	58.52028011261565	138.64968713028298	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_H3_S27_R1_trim	MON_R0_H3_S27_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17067830.0	2.3 Gbp	0.0	20-141	42.0	51.2337513685344	138.29942687500403	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R0_H3_S27_R2_trim	MON_R0_H3_S27_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17067830.0	2.3 Gbp	0.0	20-141	42.0	57.41038571495475	138.28613039853337	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R120_C1_S72_R1_trim	MON_R120_C1_S72_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20292643.0	2.8 Gbp	0.0	20-141	43.0	45.68674664524396	138.8141819673268	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R120_C1_S72_R2_trim	MON_R120_C1_S72_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20292643.0	2.8 Gbp	0.0	20-141	43.0	52.429550740362394	138.80386734246494	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R120_C2_S115_R1_trim	MON_R120_C2_S115_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18507536.0	2.5 Gbp	0.0	20-141	43.0	45.84174822384151	138.8529275317903	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R120_C2_S115_R2_trim	MON_R120_C2_S115_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18507536.0	2.5 Gbp	0.0	20-141	43.0	52.79331462573394	138.84105361189086	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R120_C3_S84_R1_trim	MON_R120_C3_S84_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302864.0	42 Mbp	0.0	20-141	42.0	83.33183104539917	138.84037389719478	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
MON_R120_C3_S84_R2_trim	MON_R120_C3_S84_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	302864.0	42 Mbp	0.0	20-141	43.0	85.66479651371345	138.83343348829837	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
MON_R120_H1_S7_R1_trim	MON_R120_H1_S7_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15508429.0	2.1 Gbp	0.0	20-141	42.0	51.206526518453735	138.5138288346292	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R120_H1_S7_R2_trim	MON_R120_H1_S7_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15508429.0	2.1 Gbp	0.0	20-141	42.0	57.66803071519432	138.5007871525865	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R120_H2_S90_R1_trim	MON_R120_H2_S90_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28172612.0	3.9 Gbp	0.0	20-141	43.0	40.97467323484467	138.63478959636402	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R120_H2_S90_R2_trim	MON_R120_H2_S90_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28172612.0	3.9 Gbp	0.0	20-141	43.0	48.34282436181383	138.62089819715686	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
MON_R120_H3_S113_R1_trim	MON_R120_H3_S113_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14022476.0	1.9 Gbp	0.0	20-141	42.0	47.229878670469176	138.91087650996872	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R120_H3_S113_R2_trim	MON_R120_H3_S113_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14022476.0	1.9 Gbp	0.0	20-141	42.0	54.175652988480316	138.89422645472882	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R12_C1_S121_R1_trim	MON_R12_C1_S121_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15100946.0	2 Gbp	0.0	20-141	42.0	47.989881141160716	138.9716460147596	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R12_C1_S121_R2_trim	MON_R12_C1_S121_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15100946.0	2 Gbp	0.0	20-141	43.0	55.36661712026697	138.9597966908828	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R12_C2_S26_R1_trim	MON_R12_C2_S26_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15870136.0	2.1 Gbp	0.0	20-141	43.0	51.327702552854795	138.60273390221735	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R12_C2_S26_R2_trim	MON_R12_C2_S26_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15870136.0	2.1 Gbp	0.0	20-141	43.0	57.151159579544306	138.5912513289111	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R12_C3_S16_R1_trim	MON_R12_C3_S16_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18046013.0	2.5 Gbp	0.0	20-141	42.0	49.18223383465301	138.7124071671676	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R12_C3_S16_R2_trim	MON_R12_C3_S16_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18046013.0	2.5 Gbp	0.0	20-141	43.0	55.76022088913578	138.70040612294804	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R12_H1_S36_R1_trim	MON_R12_H1_S36_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13924031.0	1.9 Gbp	0.0	20-141	42.0	48.328047808276764	138.81798008062464	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R12_H1_S36_R2_trim	MON_R12_H1_S36_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13924031.0	1.9 Gbp	0.0	20-141	43.0	54.64519121356935	138.80403038459193	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R12_H2_S11_R1_trim	MON_R12_H2_S11_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16820137.0	2.3 Gbp	0.0	20-141	42.0	45.464029904095334	138.58625860181758	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R12_H2_S11_R2_trim	MON_R12_H2_S11_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16820137.0	2.3 Gbp	0.0	20-141	43.0	51.64012392937681	138.57350067957236	pass	pass	fail	pass	pass	warn	pass	warn	warn	pass	pass
MON_R12_H3_S43_R1_trim	MON_R12_H3_S43_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15284909.0	2.1 Gbp	0.0	20-141	42.0	50.15225253117185	138.68213065579914	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R12_H3_S43_R2_trim	MON_R12_H3_S43_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15284909.0	2.1 Gbp	0.0	20-141	42.0	56.26547665907782	138.6674241240167	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_C1_S41_R1_trim	MON_R1_C1_S41_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18187431.0	2.5 Gbp	0.0	20-141	42.0	49.219890317602996	138.40660041541875	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R1_C1_S41_R2_trim	MON_R1_C1_S41_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18187431.0	2.5 Gbp	0.0	20-141	43.0	54.76895377082277	138.39510027556943	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_C2_S67_R1_trim	MON_R1_C2_S67_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18709242.0	2.5 Gbp	0.0	20-141	43.0	43.21586798911986	138.53643023057802	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R1_C2_S67_R2_trim	MON_R1_C2_S67_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18709242.0	2.5 Gbp	0.0	20-141	43.0	48.42912933338127	138.52606914807131	pass	pass	fail	pass	pass	warn	pass	warn	fail	pass	pass
MON_R1_C3_S24_R1_trim	MON_R1_C3_S24_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22406370.0	3.1 Gbp	0.0	20-141	43.0	50.18101755814668	138.81070418813937	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_C3_S24_R2_trim	MON_R1_C3_S24_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22406370.0	3.1 Gbp	0.0	20-141	43.0	56.08944930313705	138.7998482574375	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_H1_S13_R1_trim	MON_R1_H1_S13_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15133391.0	2.1 Gbp	0.0	20-141	43.0	51.27933865948102	138.82613420878374	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_H1_S13_R2_trim	MON_R1_H1_S13_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15133391.0	2.1 Gbp	0.0	20-141	44.0	57.03959034967552	138.8146322922602	pass	pass	fail	pass	pass	warn	pass	warn	warn	pass	pass
MON_R1_H2_S38_R1_trim	MON_R1_H2_S38_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16676138.0	2.3 Gbp	0.0	20-141	43.0	51.43484967125167	138.6199871936776	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_H2_S38_R2_trim	MON_R1_H2_S38_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16676138.0	2.3 Gbp	0.0	20-141	43.0	57.16254292483646	138.60992910948565	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_H3_S101_R1_trim	MON_R1_H3_S101_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12257709.0	1.7 Gbp	0.0	20-141	42.0	50.61580995243899	139.0011427910387	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R1_H3_S101_R2_trim	MON_R1_H3_S101_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12257709.0	1.7 Gbp	0.0	20-141	42.0	57.023753435383625	138.98736778626414	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_C1_S50_R1_trim	MON_R24_C1_S50_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16411293.0	2.2 Gbp	0.0	20-141	43.0	50.172673081802174	138.60588991982533	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_C1_S50_R2_trim	MON_R24_C1_S50_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16411293.0	2.2 Gbp	0.0	20-141	43.0	56.31492323261143	138.59647323340093	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_C2_S25_R1_trim	MON_R24_C2_S25_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18340435.0	2.5 Gbp	0.0	20-141	43.0	49.15286720692009	138.25215252528088	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R24_C2_S25_R2_trim	MON_R24_C2_S25_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18340435.0	2.5 Gbp	0.0	20-141	43.0	55.551544995438185	138.24055132825367	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_C3_S35_R1_trim	MON_R24_C3_S35_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14868835.0	2 Gbp	0.0	20-141	42.0	52.906732217981556	138.7336140995579	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_C3_S35_R2_trim	MON_R24_C3_S35_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14868835.0	2 Gbp	0.0	20-141	43.0	59.646801491785126	138.72135194183002	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_H1_S69_R1_trim	MON_R24_H1_S69_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18542272.0	2.5 Gbp	0.0	20-141	42.0	48.478987636624076	138.98591531825227	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R24_H1_S69_R2_trim	MON_R24_H1_S69_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18542272.0	2.5 Gbp	0.0	20-141	42.0	55.9667020085174	138.97238763405045	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_H2_S98_R1_trim	MON_R24_H2_S98_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15431326.0	2.1 Gbp	0.0	20-141	42.0	48.51440306847919	138.8888631475999	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R24_H2_S98_R2_trim	MON_R24_H2_S98_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15431326.0	2.1 Gbp	0.0	20-141	42.0	55.86772223171164	138.87656459334733	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R24_H3_S79_R1_trim	MON_R24_H3_S79_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18939741.0	2.6 Gbp	0.0	20-141	43.0	41.771795449722454	139.2563775819321	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R24_H3_S79_R2_trim	MON_R24_H3_S79_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18939741.0	2.6 Gbp	0.0	20-141	43.0	49.557520201362685	139.24467752753324	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R3_C1_S76_R1_trim	MON_R3_C1_S76_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16862764.0	2.3 Gbp	0.0	20-141	42.0	45.55943521610615	138.8171130782593	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R3_C1_S76_R2_trim	MON_R3_C1_S76_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16862764.0	2.3 Gbp	0.0	20-141	42.0	54.02584492861374	138.8050209325114	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R3_C2_S99_R1_trim	MON_R3_C2_S99_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15798960.0	2.1 Gbp	0.0	20-141	42.0	46.33932053460478	138.86373805617586	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R3_C2_S99_R2_trim	MON_R3_C2_S99_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15798960.0	2.1 Gbp	0.0	20-141	43.0	52.826453940400164	138.85171194812824	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R3_C3_S31_R1_trim	MON_R3_C3_S31_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13929974.0	1.9 Gbp	0.0	20-141	43.0	52.26342562394287	138.81286899745828	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R3_C3_S31_R2_trim	MON_R3_C3_S31_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13929974.0	1.9 Gbp	0.0	20-141	43.0	58.507308981925675	138.80090171022573	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R3_H1_S21_R1_trim	MON_R3_H1_S21_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14230523.0	1.9 Gbp	0.0	20-141	43.0	45.362391084004386	138.63266466032204	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R3_H1_S21_R2_trim	MON_R3_H1_S21_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14230523.0	1.9 Gbp	0.0	20-141	43.0	51.37306000160293	138.62096972823838	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R3_H2_S94_R1_trim	MON_R3_H2_S94_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	210881.0	29.2 Mbp	0.0	24-141	42.0	83.78033474272624	138.72263978262623	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
MON_R3_H2_S94_R2_trim	MON_R3_H2_S94_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	210881.0	29.2 Mbp	0.0	21-141	42.0	85.8124478447062	138.7073942175919	pass	pass	fail	pass	pass	pass	pass	warn	pass	pass	pass
MON_R3_H3_S97_R1_trim	MON_R3_H3_S97_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15288598.0	2.1 Gbp	0.0	20-141	43.0	46.46851482963567	138.8970331354124	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R3_H3_S97_R2_trim	MON_R3_H3_S97_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15288598.0	2.1 Gbp	0.0	20-141	43.0	53.520048550569044	138.88688289142013	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R72_C1_S22_R1_trim	MON_R72_C1_S22_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13513587.0	1.8 Gbp	0.0	20-141	42.0	49.397053979104	138.4843668820129	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R72_C1_S22_R2_trim	MON_R72_C1_S22_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13513587.0	1.8 Gbp	0.0	20-141	43.0	55.71849049316998	138.4714819980809	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R72_C2_S68_R1_trim	MON_R72_C2_S68_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11950653.0	1.6 Gbp	0.0	20-141	42.0	55.45165930599596	138.7621381860891	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R72_C2_S68_R2_trim	MON_R72_C2_S68_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11950653.0	1.6 Gbp	0.0	20-141	42.0	62.26988206887978	138.74908743480378	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R72_C3_S34_R1_trim	MON_R72_C3_S34_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9922673.0	1.3 Gbp	0.0	20-141	43.0	54.699633640484755	138.58456043044046	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R72_C3_S34_R2_trim	MON_R72_C3_S34_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9922673.0	1.3 Gbp	0.0	20-141	43.0	59.966072787782586	138.572762399809	pass	pass	fail	pass	pass	warn	pass	warn	warn	pass	pass
MON_R72_H1_S3_R1_trim	MON_R72_H1_S3_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15327535.0	2.1 Gbp	0.0	20-141	37.0	36.670123672913384	138.7329913779352	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
MON_R72_H1_S3_R2_trim	MON_R72_H1_S3_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15327535.0	2.1 Gbp	0.0	20-141	38.0	41.66857349868608	138.73116264291681	pass	pass	fail	pass	warn	warn	pass	warn	fail	pass	pass
MON_R72_H2_S4_R1_trim	MON_R72_H2_S4_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14065791.0	1.9 Gbp	0.0	20-141	44.0	27.345045781901362	137.09212727531641	pass	pass	fail	pass	pass	fail	pass	warn	fail	pass	pass
MON_R72_H2_S4_R2_trim	MON_R72_H2_S4_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14065791.0	1.9 Gbp	0.0	20-141	44.0	29.728579999900134	137.10285208986824	pass	pass	fail	pass	warn	fail	pass	warn	fail	pass	pass
MON_R72_H3_S44_R1_trim	MON_R72_H3_S44_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12636531.0	1.7 Gbp	0.0	20-141	41.0	52.915148246552555	138.17071671014776	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
MON_R72_H3_S44_R2_trim	MON_R72_H3_S44_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12636531.0	1.7 Gbp	0.0	20-141	42.0	59.82384658073446	138.15651510687545	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
POC_R0_C1_S104_R1_trim	POC_R0_C1_S104_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14778810.0	2 Gbp	0.0	20-141	42.0	47.5977191128758	138.85045243832218	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
POC_R0_C1_S104_R2_trim	POC_R0_C1_S104_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14778810.0	2 Gbp	0.0	20-141	42.0	54.79519743160104	138.84311747698226	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
POC_R0_C2_S37_R1_trim	POC_R0_C2_S37_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13569548.0	1.8 Gbp	0.0	20-141	42.0	49.41087996175163	138.63559353635065	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
POC_R0_C2_S37_R2_trim	POC_R0_C2_S37_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	13569548.0	1.8 Gbp	0.0	20-141	43.0	55.03417170528093	138.62673531940783	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
POC_R0_C3_S1_R1_trim	POC_R0_C3_S1_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14303801.0	1.9 Gbp	0.0	20-141	43.0	47.22408807882391	138.70861108875886	pass	pass	fail	pass	pass	pass	pass	warn	fail	warn	pass
POC_R0_C3_S1_R2_trim	POC_R0_C3_S1_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14303801.0	1.9 Gbp	0.0	20-141	43.0	52.5152712744015	138.69774132064617	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
POC_R0_H1_S102_R1_trim	POC_R0_H1_S102_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14260608.0	1.9 Gbp	0.0	20-141	42.0	49.2421303060338	138.88678021301757	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
POC_R0_H1_S102_R2_trim	POC_R0_H1_S102_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14260608.0	1.9 Gbp	0.0	20-141	43.0	55.95695701002423	138.87815133828795	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
POC_R0_H2_S52_R1_trim	POC_R0_H2_S52_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17194253.0	2.3 Gbp	0.0	20-141	42.0	45.92121400760843	138.4184146877448	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
POC_R0_H2_S52_R2_trim	POC_R0_H2_S52_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17194253.0	2.3 Gbp	0.0	20-141	43.0	51.287109152106765	138.40971998027482	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
POC_R0_H3_S64_R1_trim	POC_R0_H3_S64_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20720904.0	2.8 Gbp	0.0	20-141	42.0	41.006520826265614	138.53501753591445	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
POC_R0_H3_S64_R2_trim	POC_R0_H3_S64_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20720904.0	2.8 Gbp	0.0	20-141	42.0	46.44462657529763	138.525302081415	pass	pass	fail	pass	pass	pass	pass	warn	fail	pass	pass
POC_R120_C1_S19_R1_trim	POC_R120_C1_S19_R1_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10162470.0	1.4 Gbp	0.0	20-141	42.0	53.88441469051084	138.64540372566904	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
POC_R120_C1_S19_R2_trim	POC_R120_C1_S19_R2_trim.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	10162470.0	1.4 Gbp	0.0	20-141	43.0	59.17594467138798	138.63577476735477	pass	pass	fail	pass	pass	pass	pass	warn	warn	pass	pass
