"gene_id","module","color","kME_own","kME_25","kME_5","kME_10","kME_9","kME_26","kME_23","kME_12","kME_22","kME_27","kME_7","kME_21","kME_8","kME_3","kME_29","kME_6","kME_17","kME_31","kME_4","kME_11","kME_15","kME_1","kME_16","kME_18","kME_19","kME_20","kME_2","kME_30","kME_28","kME_13","kME_14","kME_24","kME_0"
"Montipora_capitata_HIv3___RNAseq.g23461.t1","ME0","grey",0.757820564389762,0.0149892481139675,-0.471770634244139,-0.0491462800812374,-0.0741459342529772,-0.0404908277500626,0.21575993559398,0.477367348344911,0.582877535525528,0.779168448859685,0.117462834147934,-0.0579944948727292,0.344042209476159,0.00279101401152888,0.380527840051724,0.396703859154885,0.201531101746886,0.706411183724012,0.63005495220854,0.698035751138234,-0.188532707218189,-0.0601492502137437,-0.15726180884411,0.0355658240763955,-0.00587319999150751,-0.0115198818559801,-0.674144587023171,-0.349991658438658,-0.24998625570283,-0.753790299285204,-0.866776382172008,-0.709057683956565,0.757820564389762
"Montipora_capitata_HIv3___TS.g16947.t1","ME0","grey",0.757816598052608,-0.0740744812501047,-0.534898450140455,-0.142827997417484,-0.0973229074357898,-0.251449594258426,0.367697121185347,0.412694428455927,0.82708435017369,0.715027850129568,0.249716909210192,-0.0492256297575601,0.31442451341621,-0.041343898907772,0.432307721510807,0.44518701570416,0.246578439146935,0.682383927736903,0.667513332906065,0.445838542449937,-0.224332222379297,-0.054080937501477,-0.26056905699355,-0.010464895336504,0.0936894153015867,0.0618097149981183,-0.617577213975021,-0.361575909511164,-0.326017799500222,-0.808213346624372,-0.743710434434855,-0.871518880258502,0.757816598052608
"Montipora_capitata_HIv3___RNAseq.g3262.t1b","ME0","grey",0.757776054769825,0.196367330860813,-0.169735451138593,0.233992170934514,0.11802119773597,0.0881978921393573,0.38844943818067,0.499547480124007,0.592963008652401,0.731387346580393,0.0904832061346891,0.10114151640149,0.429675281192231,0.161934022251723,0.494389199155553,0.406406395998638,0.235562556495746,0.497718691155923,0.462928913609477,0.479041602399635,-0.233350993397156,-0.240764673432523,-0.253782010933899,-0.146488326567984,-0.180935559513522,-0.256961939283147,-0.465187783186144,-0.27132869894451,-0.425737030062839,-0.749654764640851,-0.713602386365386,-0.652951201135449,0.757776054769825
"Montipora_capitata_HIv3___RNAseq.g29544.t1","ME0","grey",0.757703018138824,0.0197976036135997,-0.492359537499087,-0.0627724578887275,0.0227450128081008,-0.033159337742126,0.124678176497047,0.492632183297086,0.650528671059084,0.755357639054477,0.116492617134879,-0.0447182706501116,0.434772323763461,0.0692754520833779,0.334661386832646,0.419762160219596,0.184624780405697,0.645032600582916,0.604717290738217,0.582865494717484,-0.287342301660324,-0.119768116776778,-0.145213025388498,0.0543504484600385,-0.0392512685079471,0.0425639632211481,-0.598785846905291,-0.380847386002091,-0.184945123229505,-0.752591510160912,-0.804258013173938,-0.726077928010635,0.757703018138824
"Montipora_capitata_HIv3___RNAseq.g32968.t1","ME0","grey",0.757537019712235,0.124180841263117,-0.424013112748063,-0.041979255056334,-0.00251884952339182,0.028560653735192,0.129831904088096,0.536713504475306,0.605866346214711,0.759993914273173,0.109526389944955,0.033062182594677,0.44946053817803,0.0550474199285946,0.243569403912663,0.364698091519853,0.0981736147250045,0.607642896778236,0.512900388843729,0.556352844926279,-0.320472065851097,-0.100805525411365,-0.110453266223574,0.0769746523011853,-0.0184191722591042,0.00212233516881999,-0.537773112246678,-0.285182014012394,-0.266750157213457,-0.686992489834299,-0.82462473295402,-0.69530636534915,0.757537019712235
"Montipora_capitata_HIv3___RNAseq.g1681.t1","ME0","grey",0.757387869851453,0.135514745647485,-0.4022246386215,-0.0310772710593915,0.0653045584090333,-0.0695519192909128,0.100021504559228,0.566961737953988,0.662130127571581,0.656728632814571,0.268237738538389,0.173198451150304,0.417774731798614,0.091776710965218,0.313563810037489,0.386433959777392,0.145357345223396,0.421124561257831,0.369735894947902,0.264114636835297,-0.419298741614844,-0.176189614621983,-0.250108824056459,-0.0478061963494126,0.0292946250236478,-0.0249742208822015,-0.331045567024782,-0.158680375770524,-0.419263377579742,-0.671533976458354,-0.651687458259863,-0.716443952225451,0.757387869851453
"Montipora_capitata_HIv3___RNAseq.30239_t","ME0","grey",0.756668290361576,0.0411199348738583,-0.402915832022559,-0.0284284905496519,-0.0214602944244552,-0.275817898618761,0.259646313594731,0.640436714345348,0.685914399314048,0.724777218218849,0.28349260831579,0.181092806873379,0.235278537558705,-0.0495091110575232,0.353058665852304,0.376713661512209,0.0850527537912646,0.500218186366217,0.371752504594245,0.279406035362091,-0.181386606617142,-0.0604613820381828,-0.333285213020027,-0.0968664044636726,0.145758273907445,-0.0768417697144086,-0.275372487945267,-0.0431632969424785,-0.529874429387588,-0.630566713122288,-0.610659513518904,-0.668543876948923,0.756668290361576
"Montipora_capitata_HIv3___RNAseq.g31094.t1","ME0","grey",0.756333391600244,0.0751563845298791,-0.381701193458829,0.0153207400566105,0.100649051034018,-0.135073606693499,0.40547886046894,0.423315981903434,0.83906700070296,0.614942856312107,0.17524817552447,0.0253795368529764,0.438712349238432,0.0656090520031685,0.373418366966892,0.404939517473641,0.184707971980946,0.563069582000443,0.589899206501261,0.279262191555485,-0.26208128149731,-0.159306077080383,-0.217165000215398,-0.00269116949765386,-0.0232911114405732,-0.00417452186102026,-0.505383368947669,-0.344548641258207,-0.371979254149559,-0.774647280372275,-0.659502130665368,-0.900378075782166,0.756333391600244
"Montipora_capitata_HIv3___RNAseq.g37556.t1","ME0","grey",0.755881109806082,0.0307572726352504,-0.426118003574067,-0.0228139725780609,0.11844624960105,-0.102040661263395,0.398619868266888,0.354808830410813,0.869854330383789,0.688875551847423,0.157098281665081,-0.0284805946691538,0.473498475183647,0.0516282879936422,0.435296758431997,0.4341570950481,0.220528090816063,0.654508710372561,0.700842238531213,0.411417961169392,-0.296610116173343,-0.138558530423078,-0.20495595317698,0.0147478898250481,-0.0339369623830184,0.0048615010380348,-0.635099602941524,-0.440095076994797,-0.310132384309019,-0.842895037782629,-0.718652554962681,-0.916142280101183,0.755881109806082
"Montipora_capitata_HIv3___RNAseq.g4036.t1","ME0","grey",0.755559933876751,-0.037919373989125,-0.523976502532262,-0.177262767033202,-0.220003993537895,-0.235679933039859,0.241074654113905,0.600398507458761,0.618417049602037,0.762994755750994,0.276053204243416,0.0236979092273854,0.208477797241488,-0.0221362196357911,0.325975569689771,0.428032387627947,0.219334888978338,0.586770282805019,0.452363318027834,0.506272709790232,-0.218275015576579,-0.0519914494525263,-0.2573006993535,-0.019660857715829,0.129028807931532,0.0810693195280822,-0.456540418012459,-0.173799756230111,-0.296220006323764,-0.664398187093147,-0.788414197385042,-0.649301329060771,0.755559933876751
