"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero","response_type","classification"
"Pocillopora_acuta_HIv2___RNAseq.g7286.t1",0.551658670927435,0.687655308303298,-157.188254725468,-159.180473745129,17,12,30.1626963541707,0,0,0,0,0.489265774601523,0.572282403242348,0.00421108919110457,0.0124485925702666,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5824.t1",0.591011780056125,0.722888764963945,-292.770795113155,-294.628704104961,17,12,1342.10230255419,0,0,0,0,0.855305345516874,0.896766393435096,0.591488485831982,0.768549847623625,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7288.t1",0.451723608386804,0.593970820158967,-154.251099956874,-156.608283630101,17,12,21.5764800144634,0,0,0,0,0.320705590618486,0.411944076614083,0.239722557488871,0.386659788290107,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5828.t1",0.117841106473169,0.210174130187879,-255.811014310292,-260.204823948311,17,12,970.78293517413,0,0,0,0,0.0256340162785107,0.0529078119829805,0.494311373632051,0.674949084077356,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7291.t1",0.950238418315541,0.987702681089691,-186.884287591569,-187.455727821871,17,12,57.6092791174376,0,0,0,0,0.253423389854033,0.342044091474075,0.987655001513668,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.16666_t",0.424499789253943,0.566931686414061,-327.354494320593,-329.819425464057,17,12,2999.39207193542,0,0,0,0,0.0953706207830279,0.15711993215863,9.27852252298651e-06,4.90495189160251e-05,FALSE,TRUE,FALSE,"Monotonous",NA
"Pocillopora_acuta_HIv2___RNAseq.g7293.t1",0.0368366483765083,0.0822288415965714,-276.073738488194,-282.000993137522,17,12,435.26298979204,0,0,0,0,9.16953248751522e-05,0.000376828653437333,2.18701429436652e-07,1.54653596585754e-06,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g7294.t2",0.000142838879858773,0.000727643893496252,-296.211312809001,-308.683368018449,17,12,2582.33757635977,0,0,0,0,5.40752292590643e-13,8.20870537401292e-12,0.122675561494103,0.225421880146204,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7295.t1",1.89784534898204e-07,1.97472510842558e-06,-295.06301397162,-314.804790621722,17,12,2229.08470366611,0,0,0,0,4.93950413009186e-09,4.35476042801771e-08,1.54812897418878e-16,3.43216753291044e-15,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___RNAseq.g7297.t1",2.32764209837568e-06,1.89285039372637e-05,-269.921220587556,-286.945942929286,17,12,1346.52525463666,0,0,0,0,5.83392597372702e-12,7.73134684966662e-11,5.70168001515335e-07,3.77203186360583e-06,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___TS.g5836.t1",4.80305767682512e-05,0.000279759601862904,-216.412876786428,-230.104481393608,17,12,115.418735355694,0,0,0,0,1,1,3.63470391114242e-10,3.88236189498086e-09,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___RNAseq.g7299.t1",7.01351675710113e-05,0.00039054280294454,-212.38400202277,-225.653380638388,17,12,190.074605671096,0,0,0,0,1.2262518702633e-09,1.1651027769995e-08,0.143968515530108,0.256589877507247,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___TS.g5838.t1",0.072187990611883,0.141878697702992,-184.849457947784,-189.904270544035,17,12,47.982453774128,0,0,0,0,0.00809968064530374,0.0197956036231769,0.082171859281236,0.161768753834818,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7301.t1",0.0174289110313095,0.0442482155977086,-270.532573062001,-277.396841761495,17,12,1030.49541076022,0,0,0,0,0.00227626420248723,0.00657086868914746,0.000891620441486663,0.0031141164306286,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g7302.t1",0.00120047817991458,0.00462125733681888,-203.201497779877,-213.248010025635,17,12,206.56874875032,0,0,0,0,0.000110134808161491,0.00044469358108398,0.00689563604501401,0.0192309393140872,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7303.t1",0.12384314804588,0.218984186842417,-258.163400763665,-262.488651216267,17,12,1350.34426513683,0,0,0,0,0.0382536198717777,0.0739141255982343,0.0258976212690913,0.0606262973599029,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5843.t1",0.996513675602719,1,-174.728023168276,-174.904784247104,17,12,100.488358141999,0,0,0,0,0.659953433318649,0.727123672765844,0.989865454813883,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5844.t1",0.403880001966171,0.546771488304743,-184.073429439875,-186.623088527333,17,12,79.6863052199259,0,0,0,0,0.0331454279489667,0.0655159390137246,0.197139360304279,0.331212717099968,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5845.t1",0.632261839857882,0.757408383664526,-164.561100204037,-166.281835321712,17,12,57.3433655515842,0,0,0,0,0.141069860126663,0.215708624941395,0.770403489470318,0.912869682360541,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.16683_t",3.60594745451588e-05,0.000218079377941515,-231.573002347311,-245.583405294926,17,12,581.647599597515,0,0,0,0,0.836812636089702,0.880519088584283,2.7916268339808e-12,3.97408475264355e-11,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g7310.t1",0.111616212011733,0.201301000938762,-237.90845281915,-242.376797459926,17,12,380.959900853884,0,0,0,0,0.470554513769398,0.554819653378838,0.0154544500031178,0.0388323027934477,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7311.t1",0.507937655359404,0.647440745250621,-132.385577052628,-134.532473360326,17,12,5.90094948533104,0,0,0,0,0.0829300919085639,0.139952596406488,0.356405091704692,0.527449082786846,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7312.t1",0.513295851896536,0.65247475847507,-261.082274060566,-263.20984768641,17,12,499.287092772014,0,0,0,0,5.09294873927041e-05,0.00022175844012944,0.000933412360753951,0.00324870746435449,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g7313.t1",4.20012306331549e-10,7.39275012859222e-09,-294.765729565434,-321.03068563899,17,12,454.333409895899,0,0,0,0,6.60319886701929e-07,4.15046327979658e-06,0.000128122964325955,0.000541520903788113,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g7314.t2",0.2037566923291,0.323954672694,-359.137046522209,-362.75443711004,17,12,7801.31340056709,0,0,0,0,0.249625885184734,0.33799778514617,0.181546022598726,0.309750947437052,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5854.t1",0.828846008242799,0.907314268415714,-326.57698619294,-327.649113740728,17,12,3816.09731656206,0,0,0,0,0.00775018024720332,0.0190684862923447,0.782110164162118,0.920218063181889,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7315.t1",0.593687610502716,0.724988381000208,-150.27585960509,-152.124772296894,17,12,23.9623371345721,0,0,0,0,0.24039766388357,0.328031411255067,0.525955892239525,0.706286863099446,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7316.t1",0.00900824097513965,0.0256156126052854,-195.90514831779,-203.574605865124,17,12,83.7049390579358,0,0,0,0,0.0116198049491281,0.0269464951405119,1.42020556192788e-06,8.77200270431979e-06,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g7317.t1",0.203316294122202,0.323503138226593,-218.267794580191,-221.888356959118,17,12,99.8910761727481,0,0,0,0,0.00202723032860775,0.00594417489134798,0.041415374330086,0.0908479200674295,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5858.t1b",0.411092076256945,0.553739872214543,-186.308881044315,-188.828575445792,17,12,60.1538693061797,0,0,0,0,0.000427523272650269,0.00150520298463726,0.529067026412861,0.709034980141781,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5858.t1a",0.0656661090885034,0.131601319949889,-196.557365431593,-201.737127397733,17,12,163.069440878036,0,0,0,0,1.33587219030043e-07,9.41186110120989e-07,0.353486503589151,0.523938128366139,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g7319.t1",0.000203662994661397,0.000989781517897487,-196.758097261029,-208.830336994292,17,12,218.7999019592,0,0,0,0,1.7686062283151e-07,1.21920419956902e-06,3.17017376463339e-12,4.49757132330611e-11,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7320.t1",0.842881383878442,0.917523768999311,-175.652044185627,-176.674553726331,17,12,23.8211757236879,0,0,0,0,0.730959874580739,0.790275704708406,0.847452104774978,0.961527747483974,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7321.t1",0.854065926067473,0.925095902981363,-286.918542853012,-287.90068014954,17,12,2096.11493641952,0,0,0,0,0.00231187796618358,0.00666133876554814,0.9658437511352,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5862.t2",0.0966720165654813,0.179718005751317,-108.253661495046,-112.917704636204,17,12,8.28250506100672,0,0,0,0,0.178173112072377,0.259616288375875,0.236712525609231,0.382600761269445,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7325.t1",0.99974268795276,1,-176.195158412448,-176.255453485815,17,12,59.3098719633955,0,0,0,0,0.48689932059285,0.57009381043877,0.974189252148454,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7328.t1",1.27400319435442e-11,2.93397171471778e-10,-175.379495053977,-205.330058328163,17,12,60.9351795513366,0,0,0,0,9.91776131698441e-15,1.84596182840976e-13,6.84614296201856e-10,7.04703473444923e-09,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7330.t2",4.54002608593206e-22,4.11718672112375e-20,-297.774571249816,-352.669148034363,17,12,2062.66526311111,0,0,0,0,1.05809937854568e-58,3.21829958540338e-56,0.522686066574029,0.702538973185107,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___TS.g5871.t2",2.27417545833546e-07,2.31416605901039e-06,-336.85518829446,-356.401910179948,17,12,3964.93715907728,0,0,0,0,1.63562452066819e-41,2.18150327112221e-39,2.90818175029419e-26,1.53346640664033e-24,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___RNAseq.g7333.t2",0.000109442519710627,0.000574532916039307,-219.434064697812,-232.205298418293,17,12,48.4641227881852,0,0,0,0,0.137605613197292,0.211426854009813,1.49518265902223e-12,2.18333435003942e-11,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g7334.t1",5.80073560575871e-05,0.000330688335413092,-248.069721846074,-261.551015985909,17,12,143.174676195416,0,0,0,0,0.00898953597921595,0.0216375233408246,5.26444813298226e-13,8.11499387420955e-12,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g7335.t1",0.00839598631089443,0.0241750513253311,-204.15757123696,-211.911944051359,17,12,62.2641388752008,0,0,0,0,0.0878938599204573,0.146907972140204,3.58452458994796e-07,2.44801828581303e-06,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g7337.t1",0.0502404749039846,0.105714828744537,-258.048533824098,-263.5775747624,17,12,608.868950580028,0,0,0,0,0.00306534128741177,0.00853076066160866,7.20804543764145e-07,4.67800835962049e-06,FALSE,TRUE,FALSE,"Monotonous",NA
"Pocillopora_acuta_HIv2___RNAseq.g7338.t1",0.476208827090312,0.617988675605364,-107.873213950941,-110.136977685791,17,12,10.4627687060888,0,0,0,0,0.223075275948258,0.309355254393353,0.566574811783056,0.745961224105316,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7339.t1",0.693695636025038,0.807649279156964,-209.26036586058,-210.780765637756,17,12,135.70492550946,0,0,0,0,1,1,0.0153401596338187,0.038587889200915,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7340.t1",0.00923691265731571,0.0261525529102181,-343.328725472843,-350.967899536354,17,12,4210.00360015938,0,0,0,0,0.000413419927564533,0.00146091051478989,0.21736595454228,0.358079542420014,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___TS.g5881.t1",0.00456987290049607,0.0145212383757514,-295.660658564039,-304.142322876717,17,12,1211.85244529066,0,0,0,0,0.000279870710963859,0.00102817136576073,0.0721275358156824,0.144911621619054,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g7343.t1",0.697599039430328,0.810640203260426,-307.186243470539,-308.6939837974,17,12,2781.52397137085,0,0,0,0,0.829259788956166,0.874231481797098,0.000553523383469056,0.00202722859135121,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7344.t1",7.5923468376457e-20,5.10406260047767e-18,-274.862263378262,-324.489006936885,17,12,1249.74632959579,0,0,0,0,5.48596002587285e-19,1.58914435546219e-17,7.8331972352426e-06,4.20326532367009e-05,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7345.t1",5.48942771459629e-31,1.19053753591084e-28,-276.324641134612,-352.231222453025,17,12,1151.05732714898,0,0,0,0,1.22859892055543e-67,5.67453438473575e-65,0.124827716376689,0.228652179358916,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___RNAseq.g7346.t1",3.42957071278056e-08,4.18682932684581e-07,-258.239767116941,-279.819643653506,17,12,459.032887578431,0,0,0,0,0.0251919546602359,0.0521724272341562,3.94778116766122e-18,1.01927132611427e-16,FALSE,TRUE,FALSE,"Monotonous","transition_up"
"Pocillopora_acuta_HIv2___RNAseq.g7348.t1",0.00205370376005099,0.00732886328221946,-372.6184576279,-382.041224606077,17,12,8752.81568119752,0,0,0,0,0.00114058006526628,0.00358006637400028,0.00601676136710986,0.017050794825257,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g7349.t1",0.711532193678419,0.821185112347944,-230.409055317301,-231.871605079712,17,12,157.887255674822,0,0,0,0,0.10226242845788,0.166137531288032,0.488347838576035,0.669114071412674,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7359.t1",1,1,-122.51253370802,-122.410463300103,17,12,8.61280098363796,0,0,0,0,0.801739709454357,0.8504674248682,0.923953052081337,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7369.t1",0.734394293983151,0.839245273137859,-162.045478608369,-163.433732618765,17,12,46.0594828917014,0,0,0,0,0.268201620664169,0.357406316573254,0.118070547486887,0.218586514613305,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7370.t1a",0.405543572740948,0.54863648555717,-166.045930012182,-168.588644662798,17,12,71.3862444729937,0,0,0,0,0.244325712520271,0.332386109695069,0.455138313940051,0.635148458722466,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7378.t1a",0.075575323057011,0.147282710764566,-145.482730984932,-150.476742453792,17,12,24.2834039866435,0,0,0,0,0.000200485433432862,0.000761081764878084,0.958469059688941,1,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g7381.t1",0.687764228637703,0.803067772774014,-107.352655134991,-108.892296097742,17,12,4.17260334742896,0,0,0,0,0.0319948140914272,0.0636603636421448,0.719867253526229,0.875590942898966,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7384.t1",0.854373766802661,0.925268611282031,-74.7721430641403,-75.7531573871785,17,12,5.45441620038309,0,0,0,0,0.207397912400181,0.292276603750306,0.958146128965183,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7385.t1",0.00163725640638323,0.00601750840430358,-150.683002433096,-160.369748751866,17,12,37.3897558499719,0,0,0,0,0.000135732426116483,0.000537008635750508,0.174268149277939,0.29977390931382,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7391.t1",0.887543879426899,0.948424674241057,-102.861302820878,-103.716673035856,17,12,4.96138847568151,0,0,0,0,0.517536922384511,0.598224423283686,0.997128041961207,1,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7395.t1b",0.899577101868111,0.956529352732459,-153.609598382625,-154.416491786177,17,12,23.8795369872644,0,0,0,0,0.48125034446528,0.564760967454408,0.0142205301729512,0.0361797007345305,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7395.t1a",1.09522270759234e-05,7.53543435863742e-05,-355.390045605649,-370.718030763617,17,12,9567.38911586297,0,0,0,0,3.6641321107908e-06,2.01248885653454e-05,0.00798368457234473,0.0218862471882666,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7396.t1a",7.89598912607113e-05,0.00043355020156228,-157.095107263131,-170.232013160683,17,12,34.5176521972225,0,0,0,0,0.612418373064222,0.684486965834406,2.386818942383e-13,3.79926179418353e-12,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___RNAseq.g7396.t1b",0.609170174885906,0.738435641887212,-114.794618371878,-116.591765541445,17,12,2.99426111685547,0,0,0,0,0.436926495891821,0.523384262717348,0.266233364736344,0.419995341548967,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7396.t1c",0.199258984096135,0.31834721173158,-97.3274570643098,-100.977521652048,17,12,1.70943908611849,0,0,0,0,0.00515698156848652,0.0134110669388794,0.480781755017622,0.661348515639885,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5939.t1a",0.000622913501539731,0.00261726510139866,-140.157484244366,-150.958849261665,17,12,13.5660147881879,0,0,0,0,0.000116420341095462,0.000467876204844009,0.0764654755840193,0.152080279456776,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___TS.g5939.t1b",0.000371124367310357,0.00167351524951864,-292.321049443817,-303.713331654536,17,12,1703.00474057955,0,0,0,0,0.00542452515962093,0.0140122728316576,0.00405462944768182,0.0120317088702715,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g7400.t1",0.0757048081357964,0.147477436516043,-137.300631157202,-142.292369058781,17,12,13.2780686917058,0,0,0,0,0.00924904953657969,0.0221722937804531,0.391182478965492,0.566440205044607,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7401.t1",0.000198403383800038,0.00096913019885561,-307.633702443114,-319.735482913143,17,12,1310.63881181807,0,0,0,0,9.27109048424547e-10,9.01834117658214e-09,0.0137750349080959,0.0351831178333661,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___RNAseq.g7402.t1",1.3232624918299e-09,2.15286952437896e-08,-369.330656939508,-394.379654405724,17,12,14665.6115638481,0,0,0,0,0.705041993741713,0.767343880516323,5.12122403696488e-16,1.07515529213755e-14,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___TS.g5944.t2",0.0213292059478045,0.0523645757992118,-263.513479846811,-270.127719355693,17,12,1270.33709735593,0,0,0,0,3.051124817103e-08,2.39151804096059e-07,0.158444988702748,0.277648876781792,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g7404.t1",0.0386429978572455,0.0854655501957577,-194.582581060306,-200.448824444446,17,12,109.896377285694,0,0,0,0,1.08401862671437e-06,6.56385252946909e-06,0.783916490947644,0.921025123152505,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___TS.g5946.t1",1.25867847191142e-07,1.35825991097392e-06,-295.585236821635,-315.769282878768,17,12,3142.34187118212,0,0,0,0,0.000895994824333013,0.00289656602899413,4.26838527459008e-16,9.02184721470772e-15,FALSE,TRUE,FALSE,"Monotonous","transition_down"
"Pocillopora_acuta_HIv2___RNAseq.g7406.t1",0.00768885148751138,0.0224490975492971,-181.132378132049,-188.992660883468,17,12,33.2925326500359,0,0,0,0,0.0261319779208272,0.0537753845976362,0.00172546863553619,0.00562320018265929,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g7407.t1",0.41734264234133,0.560025834599959,-96.2158916312335,-98.7099071608656,17,12,4.08936606900946,0,0,0,0,0.793217747421491,0.843080094624401,0.663669778796656,0.830953210490331,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7408.t1",1.54394395859569e-07,1.63375079640794e-06,-238.497997141654,-258.46212957963,17,12,472.316396915815,0,0,0,0,6.8062705592688e-12,8.89702274731253e-11,1.65377848718065e-05,8.33102186402193e-05,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.16779_t",0.11312683966853,0.203336444809225,-298.06938490296,-302.519300965012,17,12,2745.82175791389,0,0,0,0,0.253618060954285,0.342288314840953,0.864211499221725,0.970370256967829,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5950.t3",0.0613022396813434,0.124504150454134,-223.941447052421,-229.211462915907,17,12,203.941260248783,0,0,0,0,7.88315871020475e-05,0.000329667775639196,0.159314829623993,0.278937954766725,TRUE,FALSE,FALSE,"Transient",NA
"Pocillopora_acuta_HIv2___RNAseq.g7411.t1",0.00458520962371839,0.0145625510282899,-228.29792430505,-236.775612344107,17,12,344.208306245128,0,0,0,0,0.00025553511886713,0.000947280231817045,0.021738064450337,0.0521166072725037,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___RNAseq.g7412.t1",0.841719618237759,0.916619176460199,-197.436790905637,-198.463449078769,17,12,154.276433797404,0,0,0,0,1,1,0.29313776984799,0.453292151886584,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7413.t1",0.00199267586735339,0.00714173427326639,-305.303455521987,-314.76142434255,17,12,1455.58138385788,0,0,0,0,9.22399905508232e-11,1.04144753477957e-09,0.374215462934202,0.547345510855915,TRUE,FALSE,FALSE,"Transient","transient_up"
"Pocillopora_acuta_HIv2___RNAseq.g7414.t1",0.0899271829206241,0.169734665447502,-271.341571568642,-276.10319762026,17,12,1789.67351184568,0,0,0,0,0.0184533162626627,0.0400345492646124,0.000377564891811943,0.00143985691974635,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5963.t1",0.00026669736283136,0.00125645994075877,-79.5796904471096,-91.3469776157764,17,12,1.18719970428139,0,0,0,0,0.356424774911925,0.446264573849313,0.000448982285106633,0.00168038222881821,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___TS.g5964.t1",0.805731732279139,0.891797068198012,-101.659414929444,-102.811236195809,17,12,6.85611237561385,0,0,0,0,0.931794530597581,0.960286243859107,0.640359375820482,0.81117391397931,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7424.t1",0.653958438738624,0.775502920339483,-158.676608070835,-160.32622676878,17,12,26.554830095856,0,0,0,0,0.563624196461794,0.641536650417744,0.397451979932567,0.573030223220889,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7427.t1",0.408374684422639,0.551419685138056,-191.467641874182,-193.998583521607,17,12,70.2186535292421,0,0,0,0,0.525061136928672,0.60540658389062,0.00291032505616195,0.00898124439813601,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7428.t1",0.999787632909824,1,-129.70436661007,-129.760133036194,17,12,7.93620924096463,0,0,0,0,0.4854093457873,0.568678401676032,0.747209767956475,0.89566774751778,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7430.t1",0.621468560045164,0.748722217954132,-150.078021712628,-151.834366001985,17,12,33.9324245108057,0,0,0,0,0.00233327235272933,0.00671363971793088,0.105014261642802,0.198242353706512,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7431.t1",0.0492662155550599,0.104210727008629,-163.478242848926,-169.032610083447,17,12,38.3918896878657,0,0,0,0,0.0926269992218137,0.153390212309359,0.0589325515667401,0.122160635690331,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7432.t1",0.644919451786053,0.768033999283577,-113.450870750147,-115.130050338106,17,12,8.13539725571696,0,0,0,0,0.254766340126577,0.343559193787345,0.867935263061898,0.972626442442205,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7436.t1",2.14588944370331e-08,2.74183548234653e-07,-210.129706913436,-232.21140481248,17,12,265.380527573378,0,0,0,0,1.32452226976766e-11,1.66506602471145e-10,9.22093653994238e-08,6.88354918415752e-07,TRUE,FALSE,FALSE,"Transient","transient_down"
"Pocillopora_acuta_HIv2___TS.g5981.t1",0.578735727331255,0.712345051343278,-188.996914120186,-190.896301825808,17,12,61.1270509663067,0,0,0,0,0.79731920291814,0.846606421728525,0.346984565743672,0.516692394526048,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7438.t1",0.109220023419617,0.19798361829411,-183.758741166259,-188.25678858177,17,12,63.0967642604683,0,0,0,0,0.0894773208417271,0.149104954841552,0.00208436842602553,0.00665466371140587,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5983.t2",0.00204967886339088,0.00731876884698904,-174.220936668802,-183.645993443916,17,12,58.0152836319377,0,0,0,0,0.000384941411159396,0.00136998055589705,0.0200084182932795,0.0484965948156155,FALSE,FALSE,FALSE,"Other","unclassified"
"Pocillopora_acuta_HIv2___RNAseq.g7440.t1",0.785527685649274,0.876718294306012,-257.809758761877,-259.029675692258,17,12,580.128450063632,0,0,0,0,0.34634730445972,0.437224685960919,0.57189710507717,0.750509556798544,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___TS.g5985.t1",0.185449814047777,0.300676318804239,-187.25562653487,-191.010147438887,17,12,107.472842163279,0,0,0,0,0.127188635188132,0.198511373606207,0.13111127574525,0.238046613406296,FALSE,FALSE,FALSE,"Other",NA
"Pocillopora_acuta_HIv2___RNAseq.g7442.t1",0.000792503539583937,0.00323182321464404,-254.037029003512,-264.562208707592,17,12,1097.20584138094,0,0,0,0,1.67005263168811e-09,1.55420830921393e-08,0.00202823532860064,0.00649643707366979,TRUE,FALSE,FALSE,"Transient","transient_up"
