"Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero","response_type"
"Pocillopora_acuta_HIv2___TS.g7418.t3",1.91701462508537e-05,0.000149613398978734,-310.608171076913,-325.318622906377,17,12,3897.14306878311,0,0,0,0,0.229478897747053,0.375232872839901,1.1332645712415e-06,8.56976315712062e-06,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29488.t1",6.62043043244993e-06,5.7779206934047e-05,-212.199426396291,-228.080691727283,17,12,285.463387186383,0,0,0,0,1.67381191667631e-13,3.24442155717991e-12,0.0177958087179794,0.0528047888220054,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g29496.t1",1.01805718497956e-07,1.34995456250804e-06,-203.683638948913,-224.095907477009,17,12,195.156332543694,0,0,0,0,5.78168436785713e-07,4.43321225157338e-06,3.10182266961434e-17,8.89857492100389e-16,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7432.t1a",0.00243448198472971,0.0102586800194279,-164.052358618718,-173.2762714077,17,12,26.7340067297861,0,0,0,0,0.428098809269709,0.600177547440879,1.49952880786456e-08,1.53513498715578e-07,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29503.t1",0.01495919394242,0.0471192592280389,-215.168907202272,-222.221146901428,17,12,151.618530499047,0,0,0,0,1.16927231156998e-06,8.48284576038028e-06,0.000119335108082535,0.000612922662003217,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29507.t1",0.0152415648104311,0.0478558495608417,-262.226907071751,-269.256196598293,17,12,681.409400653562,0,0,0,0,1,1,8.29830258033256e-06,5.3501980746515e-05,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.13858_t",4.38781143407026e-06,4.01406938709428e-05,-273.849903930015,-290.181963605663,17,12,1491.38391507891,0,0,0,0,1.01088698464136e-07,8.77187153435199e-07,0.00605202459529152,0.0207203746212023,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g7439.t1",0.00963826358120733,0.0327829138826594,-258.734429676339,-266.322170891218,17,12,1022.3931324479,0,0,0,0,0.00165703307788832,0.00602303484170415,0.0186414213747143,0.0550056802003204,FALSE,FALSE,FALSE,"Other"
"Pocillopora_acuta_HIv2___RNAseq.g29539.t1",1.73835575388229e-28,3.45155109553734e-26,-342.11883324354,-412.148309692414,17,12,4603.66934992708,0,0,0,0,1.80464048969958e-26,1.20762860264154e-24,1.36047213668634e-62,6.62242727180546e-60,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g29541.t1",0.00614154904078551,0.0225269749697261,-336.144746695112,-344.274380151287,17,12,2929.45112853261,0,0,0,0,0.000598045841934906,0.00244998283013377,0.000531029599104712,0.00235961032111016,FALSE,FALSE,FALSE,"Other"
"Pocillopora_acuta_HIv2___RNAseq.g29542.t1",0.000849501782016311,0.00412252191369228,-266.105722901384,-276.551059824592,17,12,1394.55405447936,0,0,0,0,1.0697270953612e-05,6.45687274760023e-05,0.00283340816535745,0.0105648947900282,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g29544.t1",0.00651927902891699,0.0236139991709931,-283.022583902006,-291.080821904614,17,12,2506.55615084288,0,0,0,0,0.13154319144997,0.243392405000313,1.02390546128217e-07,9.22189696188728e-07,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29550.t1",7.37176805537743e-21,6.80366849881623e-19,-154.803805888216,-206.832124043114,17,12,23.8723291691936,0,0,0,0,4.10832940128175e-26,2.68375284265548e-24,4.14037276202857e-35,4.71533773426499e-33,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g29552.t1",0.000693514281320919,0.00346069130460737,-247.890331321922,-258.568667469409,17,12,442.394653073995,0,0,0,0,0.0793983558990898,0.162127360015868,1.99308723941479e-08,2.00037821368602e-07,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g29560.t1",0.0110521209162149,0.03666223447476,-388.439618583627,-395.861398480481,17,12,6255.67260490437,0,0,0,0,0.00024044032643948,0.00108176640607387,0.000694305443983594,0.00301151743308779,FALSE,FALSE,FALSE,"Other"
"Pocillopora_acuta_HIv2___RNAseq.g21178.t3c",0.00014135072402431,0.000868730989504937,-276.323747276149,-288.807583181971,17,12,1656.69479324281,0,0,0,0,2.24401939585344e-13,4.29179374948395e-12,0.404007941024842,0.693016358646844,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g21179.t1",7.92064797889296e-06,6.80458741824622e-05,-370.748356760085,-386.432743170633,17,12,12854.9639543981,0,0,0,0,1.61107549939289e-27,1.16321192755209e-25,0.135726523010432,0.29491362215092,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g21186.t1",0.00859843645495622,0.0297763410453906,-247.639376882175,-255.365023625466,17,12,599.497353555962,0,0,0,0,1.32402585179074e-06,9.50728056317977e-06,0.795186092564279,1,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g21187.t1",7.51916638975257e-07,8.14239116048556e-06,-221.759115015078,-240.012606082082,17,12,294.367001280801,0,0,0,0,0.641639962358194,0.801187176829553,2.7505369480777e-09,3.13486424067163e-08,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g21188.t1",2.15067634952041e-05,0.000166046078865505,-291.212666389758,-305.79593666649,17,12,3485.68132055881,0,0,0,0,2.85288583420277e-10,3.5741010575442e-09,1.54554611540595e-10,2.10395046292069e-09,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g18974.t1b",0.00148627835613933,0.00671394713190913,-276.914568013279,-286.713686110241,17,12,1750.52337442044,0,0,0,0,0.131443951237216,0.243259230391912,1.36036278540831e-07,1.19696060826889e-06,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___TS.g18981.t1",0.00749698737548326,0.026525097185473,-160.267890204084,-168.158545240348,17,12,42.5960999754524,0,0,0,0,0.478331524127627,0.649797437823151,0.00339060172275276,0.0123764344451715,FALSE,FALSE,FALSE,"Other"
"Pocillopora_acuta_HIv2___RNAseq.g21198.t2",1.43000143131852e-05,0.000114827200398672,-360.941303278463,-375.975374345019,17,12,5117.52937164213,0,0,0,0,0.00837493602123734,0.0245847261084469,3.10599706213514e-08,3.01411547701731e-07,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g21203.t1",2.13713061221139e-06,2.10024753749722e-05,-253.551374531229,-270.66920549764,17,12,772.209486026814,0,0,0,0,0.431997148128027,0.603735768951325,1.21160828987801e-11,1.91246538642879e-10,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.13956_t",1.88228928794581e-05,0.000147093450829116,-277.186365852606,-291.917022080087,17,12,1419.77492914072,0,0,0,0,0.0364846674020304,0.0855361813247323,0.00014860797555531,0.000747373554784076,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g21208.t1",0.000276756720929472,0.00155976056725518,-327.874929322088,-339.600270581454,17,12,2780.35022400504,0,0,0,0,1.85487989745924e-12,3.16630516432804e-11,0.0028269772965483,0.010546127912216,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g18997.t1a",1.55513867201302e-10,3.56913194839185e-09,-302.426403414451,-329.741565296744,17,12,3419.90360240928,0,0,0,0,2.83553269552603e-13,5.35186846472643e-12,2.39555733952146e-30,2.07157365348876e-28,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___RNAseq.g21216.t1",3.17396546474642e-08,4.69100282693668e-07,-261.758540762403,-283.421365621861,17,12,1197.43490590894,0,0,0,0,4.57517371178931e-48,9.58880157095843e-46,0.0485888209356512,0.125152395309205,TRUE,FALSE,FALSE,"Transient"
"Pocillopora_acuta_HIv2___TS.g18999.t1",3.10717727174337e-20,2.64153831158352e-18,-233.334591242407,-283.881782364998,17,12,462.914707384435,0,0,0,0,2.07011330225953e-05,0.000118124445948558,4.5592673021524e-43,8.39016385237557e-41,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g21218.t1",1.11507492446753e-06,1.16405953719924e-05,-252.020405702482,-269.846193539474,17,12,984.555476988981,0,0,0,0,0.107898345805671,0.207372608827304,4.516990762743e-16,1.15137484138162e-14,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g21219.t1",0.00918634852830704,0.0314906858909935,-265.618671374649,-273.264478550753,17,12,588.052186837495,0,0,0,0,1,1,3.96899224742453e-08,3.78943960858185e-07,FALSE,TRUE,FALSE,"Monotonous"
"Pocillopora_acuta_HIv2___RNAseq.g21221.t1",9.28266756763745e-05,0.000600666610615991,-230.739031744867,-243.694852849027,17,12,305.904848884847,0,0,0,0,4.4351526102432e-16,1.1454183511775e-14,0.20243692432965,0.406154931555416,TRUE,FALSE,FALSE,"Transient"
