"","DateTimeGMTmin10","TempC","IntensityLux","Tank","Treatment","DateTimeEST"
"252",2025-05-22 14:57:36,31.166,0,"Tank1","Heated",2025-05-22 20:57:36
"253",2025-05-22 15:02:36,31.37,0,"Tank1","Heated",2025-05-22 21:02:36
"254",2025-05-22 15:07:36,31.37,0,"Tank1","Heated",2025-05-22 21:07:36
"255",2025-05-22 15:12:36,31.268,0,"Tank1","Heated",2025-05-22 21:12:36
"256",2025-05-22 15:17:36,31.268,0,"Tank1","Heated",2025-05-22 21:17:36
"257",2025-05-22 15:22:36,31.268,0,"Tank1","Heated",2025-05-22 21:22:36
"258",2025-05-22 15:27:36,31.472,0,"Tank1","Heated",2025-05-22 21:27:36
"259",2025-05-22 15:32:36,31.268,0,"Tank1","Heated",2025-05-22 21:32:36
"260",2025-05-22 15:37:36,31.268,0,"Tank1","Heated",2025-05-22 21:37:36
"261",2025-05-22 15:42:36,31.166,0,"Tank1","Heated",2025-05-22 21:42:36
"262",2025-05-22 15:47:36,31.37,10.8,"Tank1","Heated",2025-05-22 21:47:36
"263",2025-05-22 15:52:36,31.37,0,"Tank1","Heated",2025-05-22 21:52:36
"264",2025-05-22 15:57:36,31.268,0,"Tank1","Heated",2025-05-22 21:57:36
"265",2025-05-22 16:02:36,31.166,0,"Tank1","Heated",2025-05-22 22:02:36
"266",2025-05-22 16:07:36,31.064,10.8,"Tank1","Heated",2025-05-22 22:07:36
"267",2025-05-22 16:12:36,31.472,10.8,"Tank1","Heated",2025-05-22 22:12:36
"268",2025-05-22 16:17:36,31.88,10.8,"Tank1","Heated",2025-05-22 22:17:36
"269",2025-05-22 16:22:36,31.574,10.8,"Tank1","Heated",2025-05-22 22:22:36
"270",2025-05-22 16:27:36,31.472,0,"Tank1","Heated",2025-05-22 22:27:36
"271",2025-05-22 16:32:36,31.37,10.8,"Tank1","Heated",2025-05-22 22:32:36
"272",2025-05-22 16:37:36,31.268,0,"Tank1","Heated",2025-05-22 22:37:36
"273",2025-05-22 16:42:36,31.166,0,"Tank1","Heated",2025-05-22 22:42:36
"274",2025-05-22 16:47:36,31.37,0,"Tank1","Heated",2025-05-22 22:47:36
"275",2025-05-22 16:52:36,31.37,0,"Tank1","Heated",2025-05-22 22:52:36
"276",2025-05-22 16:57:36,31.268,0,"Tank1","Heated",2025-05-22 22:57:36
"277",2025-05-22 17:02:36,31.166,0,"Tank1","Heated",2025-05-22 23:02:36
"278",2025-05-22 17:07:36,31.37,0,"Tank1","Heated",2025-05-22 23:07:36
"279",2025-05-22 17:12:36,31.37,0,"Tank1","Heated",2025-05-22 23:12:36
"280",2025-05-22 17:17:36,31.268,0,"Tank1","Heated",2025-05-22 23:17:36
"281",2025-05-22 17:22:36,31.268,0,"Tank1","Heated",2025-05-22 23:22:36
"282",2025-05-22 17:27:36,31.268,0,"Tank1","Heated",2025-05-22 23:27:36
"283",2025-05-22 17:32:36,31.472,0,"Tank1","Heated",2025-05-22 23:32:36
"284",2025-05-22 17:37:36,31.37,0,"Tank1","Heated",2025-05-22 23:37:36
"285",2025-05-22 17:42:36,31.268,0,"Tank1","Heated",2025-05-22 23:42:36
"286",2025-05-22 17:47:36,31.166,0,"Tank1","Heated",2025-05-22 23:47:36
"287",2025-05-22 17:52:36,31.37,0,"Tank1","Heated",2025-05-22 23:52:36
"288",2025-05-22 17:57:36,31.37,0,"Tank1","Heated",2025-05-22 23:57:36
"289",2025-05-22 18:02:36,31.268,0,"Tank1","Heated",2025-05-23 00:02:36
"290",2025-05-22 18:07:36,31.268,0,"Tank1","Heated",2025-05-23 00:07:36
"291",2025-05-22 18:12:36,31.268,0,"Tank1","Heated",2025-05-23 00:12:36
"292",2025-05-22 18:17:36,31.37,0,"Tank1","Heated",2025-05-23 00:17:36
"293",2025-05-22 18:22:36,31.268,0,"Tank1","Heated",2025-05-23 00:22:36
"294",2025-05-22 18:27:36,31.268,0,"Tank1","Heated",2025-05-23 00:27:36
"295",2025-05-22 18:32:36,31.166,0,"Tank1","Heated",2025-05-23 00:32:36
"296",2025-05-22 18:37:36,31.472,0,"Tank1","Heated",2025-05-23 00:37:36
"297",2025-05-22 18:42:36,31.37,0,"Tank1","Heated",2025-05-23 00:42:36
"298",2025-05-22 18:47:36,31.268,0,"Tank1","Heated",2025-05-23 00:47:36
"299",2025-05-22 18:52:36,31.268,0,"Tank1","Heated",2025-05-23 00:52:36
"300",2025-05-22 18:57:36,31.268,0,"Tank1","Heated",2025-05-23 00:57:36
"301",2025-05-22 19:02:36,31.472,0,"Tank1","Heated",2025-05-23 01:02:36
"302",2025-05-22 19:07:36,31.37,0,"Tank1","Heated",2025-05-23 01:07:36
