"module","treatment_time","correlation","pvalue","label"
"ME0","3hr-Control",0.0792206208594921,0.631660566774601,""
"ME0","12hr-Control",-0.162937383856119,0.32164610566495,""
"ME0","24hr-Control",0.147881042803722,0.368959839970679,""
"ME0","72hr-Control",0.0899434923939432,0.586078481519052,""
"ME0","120hr-Control",-0.199184477659913,0.22411367543199,""
"ME0","0hr-Heat",-0.150131821789842,0.361635107083279,""
"ME0","1hr-Heat",0.550752021050593,0.000280062756350929,"0.55"
"ME0","3hr-Heat",-0.0965419770887806,0.558778329004277,""
"ME0","12hr-Heat",-0.117424309150737,0.476511480589517,""
"ME0","24hr-Heat",-0.090711070593439,0.582872470026842,""
"ME0","72hr-Heat",-0.0459164980736357,0.781346064437058,""
"ME0","120hr-Heat",-0.167350820326937,0.30853231935386,""
"ME13","0hr-Control",-0.146729283807199,0.372741987053511,""
"ME13","1hr-Control",-0.124444781901858,0.450360816106032,""
"ME13","3hr-Control",0.0235771683964142,0.886709933932346,""
"ME13","12hr-Control",0.16284794722909,0.32191540537968,""
"ME13","24hr-Control",-0.0121570479667334,0.941445445312078,""
"ME13","72hr-Control",-0.194741504259097,0.234830591942089,""
"ME13","120hr-Control",0.161749153035003,0.325235458141002,""
"ME13","0hr-Heat",-0.227232579450099,0.164172933951191,""
"ME13","1hr-Heat",-0.384106837698687,0.0157732022699127,"-0.38"
"ME13","3hr-Heat",0.0703341335881074,0.670491632905929,""
"ME13","12hr-Heat",0.292291032778091,0.0709763249903623,""
"ME13","24hr-Heat",-0.0359723043882569,0.827890230545599,""
"ME13","72hr-Heat",0.200359046691359,0.221337450552749,""
"ME13","120hr-Heat",0.289541824722521,0.0737963134928757,""
"ME18","0hr-Control",-0.247287858084462,0.12907738837815,""
"ME18","1hr-Control",-0.0975808961762946,0.554534594075216,""
"ME18","3hr-Control",-0.12771293914761,0.438458678284558,""
"ME18","12hr-Control",0.00217585618142318,0.98951121820303,""
"ME18","24hr-Control",-0.174953561159284,0.286749246481986,""
"ME18","72hr-Control",-0.170809737388263,0.298495264389798,""
"ME18","120hr-Control",0.0292429426972913,0.859729845817611,""
"ME18","0hr-Heat",-0.0732287538824612,0.657743915230783,""
"ME18","1hr-Heat",-0.47114530942747,0.0024668846351877,"-0.47"
"ME18","3hr-Heat",0.485685659531019,0.00172244812051518,"0.49"
"ME18","12hr-Heat",0.416054398089523,0.00842975758793519,"0.42"
"ME18","24hr-Heat",0.232290844440811,0.154733867835797,""
"ME18","72hr-Heat",0.113709194524503,0.490665672190013,""
"ME18","120hr-Heat",0.169830332141253,0.30131582882699,""
"ME15","0hr-Control",-0.0391817856743565,0.812796513076936,""
"ME15","1hr-Control",0.124451170953429,0.450337378329443,""
"ME15","3hr-Control",0.17587626979017,0.284175070512532,""
"ME15","12hr-Control",0.232928679860715,0.153572289476993,""
"ME15","24hr-Control",0.03846669393015,0.816153918566957,""
"ME15","72hr-Control",-0.0365162046764743,0.825327897997265,""
"ME15","120hr-Control",0.431374292257066,0.00610942583806591,"0.43"
"ME15","0hr-Heat",-0.144333909265585,0.380681303939866,""
"ME15","1hr-Heat",-0.359583051673079,0.0245552596132936,"-0.36"
"ME15","3hr-Heat",0.0562331998636893,0.733841644924792,""
"ME15","12hr-Heat",-0.0192137384661807,0.907576121109275,""
"ME15","24hr-Heat",-0.214978809681674,0.18874843591374,""
"ME15","72hr-Heat",-0.0962423090258668,0.560005205253241,""
"ME15","120hr-Heat",-0.225462795370113,0.167571682665027,""
"ME19","0hr-Control",-0.0575360626920912,0.727907315231573,""
"ME19","1hr-Control",0.142517058409029,0.386769004408977,""
"ME19","3hr-Control",0.067923810944181,0.681176574236986,""
"ME19","12hr-Control",0.183686033200098,0.262989274357552,""
"ME19","24hr-Control",-0.0221873664368308,0.893348558466364,""
"ME19","72hr-Control",-0.0131653863047257,0.936598210635685,""
"ME19","120hr-Control",0.345504844569233,0.0312158271027756,"0.35"
"ME19","0hr-Heat",0.302349913510427,0.0613736741966045,""
"ME19","1hr-Heat",-0.490830050691681,0.00151114297241492,"-0.49"
"ME19","3hr-Heat",0.153251063982205,0.351629824988269,""
"ME19","12hr-Heat",-0.0338334870173049,0.83798307392135,""
"ME19","24hr-Heat",-0.173665104674433,0.290368964124388,""
"ME19","72hr-Heat",-0.144566906046711,0.379904708762116,""
