Sample	bam_file	reads_aligned	total_alignments	non_unique_alignments	reads_aligned_genes	ambiguous_alignments	not_aligned	5_3_bias	reads_aligned_exonic	reads_aligned_intronic	reads_aligned_intergenic	reads_aligned_overlapping_exon
MON_R120_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R120_H2_Aligned.sortedByCoord.out.bam	22188957.0	50932421.0	9902767.0	15723150.0	68.0	8381454.0	1.12	15723150.0	9674871.0	15528705.0	4495988.0
MON_R120_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R120_H3_Aligned.sortedByCoord.out.bam	14654629.0	33900951.0	6893862.0	9416023.0	4.0	6201063.0	1.1	9416023.0	6827156.0	10696752.0	3275913.0
MON_R12_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R12_C1_Aligned.sortedByCoord.out.bam	12658651.0	29346022.0	6150425.0	9531139.0	18.0	4176616.0	1.19	9531139.0	6232471.0	7393597.0	2805786.0
MON_R12_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R12_C2_Aligned.sortedByCoord.out.bam	12767213.0	29556934.0	6156238.0	8957862.0	28.0	5193757.0	1.17	8957862.0	6589178.0	7804408.0	2893068.0
MON_R12_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R12_C3_Aligned.sortedByCoord.out.bam	15082060.0	34309790.0	6439106.0	11502943.0	86.0	5262092.0	1.14	11502943.0	6512656.0	9816735.0	3232258.0
MON_R12_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R12_H1_Aligned.sortedByCoord.out.bam	14600416.0	33365584.0	6467083.0	10062633.0	28.0	7079885.0	1.13	10062633.0	6188524.0	10606052.0	2958249.0
MON_R12_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R12_H2_Aligned.sortedByCoord.out.bam	13672523.0	31447695.0	6328568.0	9211701.0	10.0	4902801.0	1.14	9211701.0	6667704.0	9191444.0	3070843.0
MON_R12_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R12_H3_Aligned.sortedByCoord.out.bam	12580143.0	29211364.0	6258980.0	8023655.0	42.0	4553391.0	1.08	8023655.0	6467632.0	8422935.0	2756223.0
MON_R1_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R1_C1_Aligned.sortedByCoord.out.bam	13998348.0	32205732.0	6477614.0	9690200.0	48.0	7575036.0	1.14	9690200.0	6881519.0	9113521.0	3215416.0
MON_R1_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R1_C2_Aligned.sortedByCoord.out.bam	14858583.0	34498991.0	7298070.0	10394100.0	58.0	5586618.0	1.13	10394100.0	7020600.0	9711661.0	3406321.0
MON_R1_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R1_C3_Aligned.sortedByCoord.out.bam	16658006.0	38299857.0	7763942.0	12414316.0	56.0	10347359.0	1.13	12414316.0	7337890.0	10734507.0	3566166.0
MON_R1_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R1_H1_Aligned.sortedByCoord.out.bam	11199517.0	25425651.0	4744268.0	8408963.0	38.0	7017986.0	1.11	8408963.0	4448467.0	7795373.0	2421911.0
MON_R1_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R1_H2_Aligned.sortedByCoord.out.bam	13091414.0	30213234.0	6241561.0	8823026.0	48.0	6557958.0	1.13	8823026.0	6467312.0	8640591.0	3010997.0
MON_R1_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R1_H3_Aligned.sortedByCoord.out.bam	13244286.0	30832667.0	6655047.0	9262294.0	20.0	5286594.0	1.16	9262294.0	6513444.0	8363774.0	3031681.0
MON_R24_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R24_C1_Aligned.sortedByCoord.out.bam	13310765.0	31000057.0	6649007.0	9552042.0	18.0	5090889.0	1.16	9552042.0	6645564.0	8102016.0	2985073.0
MON_R24_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R24_C2_Aligned.sortedByCoord.out.bam	14451249.0	33016089.0	6348271.0	10566446.0	62.0	6637514.0	1.14	10566446.0	6272102.0	9782757.0	3100595.0
MON_R24_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R24_C3_Aligned.sortedByCoord.out.bam	15858251.0	36741019.0	7660201.0	11234518.0	14.0	7105324.0	1.17	11234518.0	7274528.0	10516918.0	3322890.0
MON_R24_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R24_H1_Aligned.sortedByCoord.out.bam	15735228.0	36005645.0	7038918.0	11213442.0	52.0	4707187.0	1.15	11213442.0	7165856.0	10549739.0	3224828.0
MON_R24_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R24_H2_Aligned.sortedByCoord.out.bam	12921186.0	29487409.0	5683337.0	9384096.0	46.0	4202627.0	1.12	9384096.0	5580971.0	8807071.0	2724556.0
MON_R24_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R24_H3_Aligned.sortedByCoord.out.bam	15163552.0	34275951.0	6171449.0	10905940.0	6.0	6158329.0	1.15	10905940.0	5956495.0	11199205.0	3089856.0
MON_R3_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R3_C1_Aligned.sortedByCoord.out.bam	14384372.0	33002026.0	6498691.0	11387416.0	22.0	4114274.0	1.17	11387416.0	5990561.0	9088998.0	3000103.0
MON_R3_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R3_C2_Aligned.sortedByCoord.out.bam	12715714.0	29228123.0	5881042.0	8831047.0	68.0	5280586.0	1.12	8831047.0	5854769.0	8621699.0	2891824.0
MON_R3_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R3_C3_Aligned.sortedByCoord.out.bam	14362718.0	32765115.0	6327728.0	10666099.0	96.0	7624251.0	1.12	10666099.0	6120829.0	9616847.0	3097762.0
MON_R3_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R3_H1_Aligned.sortedByCoord.out.bam	15184870.0	34887892.0	7094193.0	11167552.0	36.0	7219967.0	1.14	11167552.0	5760932.0	10823429.0	3153252.0
MON_R3_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R3_H2_Aligned.sortedByCoord.out.bam	22788743.0	52990137.0	11518820.0	15312706.0	78.0	18787992.0	1.23	15312706.0	10796084.0	15320005.0	4999017.0
MON_R3_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R3_H3_Aligned.sortedByCoord.out.bam	12338293.0	28719442.0	6210770.0	8939635.0	20.0	4492617.0	1.19	8939635.0	5159422.0	8368825.0	2547095.0
MON_R72_C1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R72_C1_Aligned.sortedByCoord.out.bam	14838198.0	33627416.0	6201737.0	10179699.0	26.0	7106817.0	1.15	10179699.0	6260164.0	10946059.0	3295849.0
MON_R72_C2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R72_C2_Aligned.sortedByCoord.out.bam	12632452.0	29126398.0	5885251.0	8872267.0	44.0	5738447.0	1.15	8872267.0	6353967.0	7960431.0	2837777.0
MON_R72_C3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R72_C3_Aligned.sortedByCoord.out.bam	18178597.0	42057227.0	8660145.0	13343034.0	28.0	8372085.0	1.19	13343034.0	8622547.0	11373733.0	4149749.0
MON_R72_H1	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R72_H1_Aligned.sortedByCoord.out.bam	32494.0	74954.0	14962.0	11532.0	0.0	28045854.0	0.96	11532.0	10376.0	37742.0	6568.0
MON_R72_H2	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R72_H2_Aligned.sortedByCoord.out.bam	111251.0	282343.0	81688.0	42006.0	0.0	28070427.0	2.74	42006.0	37650.0	117465.0	23246.0
MON_R72_H3	/scratch4/workspace/zdellaert_uri_edu-shared_TimeSeries/TimeSeries/aligned/MON_MCapV3_rRNA_removed/MON_R72_H3_Aligned.sortedByCoord.out.bam	13241117.0	30378691.0	5975178.0	8625237.0	42.0	6489195.0	1.16	8625237.0	6379095.0	9368751.0	2912043.0
