"Gene","cluster","membership","response_type"
"Porites_compressa_HIv1___RNAseq.g10768.t1",2,0.602772157664144,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10769.t1",2,0.728785869768516,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g1077.t1",3,0.791825289205113,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10773.t1",1,0.884676826846928,"Other"
"Porites_compressa_HIv1___RNAseq.g10780.t1",4,0.794403231449249,"Transient"
"Porites_compressa_HIv1___RNAseq.g10783.t1",4,0.856160108169335,"Other"
"Porites_compressa_HIv1___RNAseq.g10785.t1",6,0.841282002674737,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10785.t2",1,0.544912598446373,"Other"
"Porites_compressa_HIv1___RNAseq.g10792.t1",2,0.734289249997256,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10793.t1",2,0.485195514234493,"Transient"
"Porites_compressa_HIv1___RNAseq.g10794.t1",5,0.720446546096973,"Transient"
"Porites_compressa_HIv1___RNAseq.g10795.t1",3,0.532163948568616,"Other"
"Porites_compressa_HIv1___RNAseq.g10805.t2a",5,0.786862143033022,"Other"
"Porites_compressa_HIv1___RNAseq.g10805.t2b",2,0.708157688366593,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10809.t1",4,0.906941384038281,"Transient"
"Porites_compressa_HIv1___RNAseq.g10814.t1",3,0.866693587548795,"Transient"
"Porites_compressa_HIv1___RNAseq.g10829.t1",5,0.656803621281471,"Other"
"Porites_compressa_HIv1___RNAseq.g10833.t1",5,0.712230022683273,"Other"
"Porites_compressa_HIv1___RNAseq.g10838.t1",4,0.606585532092267,"Transient"
"Porites_compressa_HIv1___RNAseq.g10859.t1",4,0.586677526751232,"Other"
"Porites_compressa_HIv1___RNAseq.g10866.t1",5,0.561865848797446,"Other"
"Porites_compressa_HIv1___RNAseq.g10875.t1",4,0.452580665097548,"Other"
"Porites_compressa_HIv1___RNAseq.g10878.t1",6,0.878480061877352,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10881.t1",5,0.452308307109829,"Other"
"Porites_compressa_HIv1___RNAseq.g10882.t1",5,0.568301163610978,"Transient"
"Porites_compressa_HIv1___RNAseq.g10888.t1",4,0.872005109312618,"Other"
"Porites_compressa_HIv1___RNAseq.g10900.t1",3,0.700185458915945,"Other"
"Porites_compressa_HIv1___RNAseq.g1091.t1b",5,0.328640942159244,"Other"
"Porites_compressa_HIv1___RNAseq.g10914.t1",6,0.481596564603814,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10916.t1",5,0.552066038483215,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10917.t1",5,0.654455596541664,"Transient"
"Porites_compressa_HIv1___RNAseq.g10918.t1",3,0.728659435898322,"Other"
"Porites_compressa_HIv1___RNAseq.g10919.t1",6,0.811037513425524,"Monotonous"
"Porites_compressa_HIv1___RNAseq.g10920.t1",3,0.758030499112142,"Other"
