"module","treatment_time","correlation","pvalue","label"
"ME15","3hr-Control",0.100084898650921,0.528278378819097,""
"ME15","12hr-Control",-0.0680191660649651,0.668645500834553,""
"ME15","24hr-Control",0.0378595863340371,0.811850960468688,""
"ME15","72hr-Control",0.0933837168313132,0.556385008615505,""
"ME15","120hr-Control",0.128211503163314,0.418413026775472,""
"ME15","0hr-Heat",-0.0707686675157223,0.656065694051887,""
"ME15","1hr-Heat",-0.140226638272975,0.375760518427462,""
"ME15","3hr-Heat",0.162517393797474,0.303806745423365,""
"ME15","12hr-Heat",0.111376578511954,0.48254871484335,""
"ME15","24hr-Heat",-0.052578575378444,0.74087588235315,""
"ME15","72hr-Heat",-0.693179160564953,3.61858463903004e-07,"-0.69"
"ME15","120hr-Heat",0.165831477614132,0.293917573502105,""
"ME10","0hr-Control",0.12715046339916,0.422306683723864,""
"ME10","1hr-Control",-0.0166765124000205,0.916517246407312,""
"ME10","3hr-Control",0.220546517007783,0.160461522618095,""
"ME10","12hr-Control",0.226673952803619,0.148865895751441,""
"ME10","24hr-Control",0.0906416859844626,0.56808448767202,""
"ME10","72hr-Control",-0.0781080669871979,0.622949765743739,""
"ME10","120hr-Control",-0.190150578712871,0.227752290648066,""
"ME10","0hr-Heat",0.148873292310007,0.346730279967981,""
"ME10","1hr-Heat",0.182215457569735,0.248109265481896,""
"ME10","3hr-Heat",0.226022890998717,0.150067897393064,""
"ME10","12hr-Heat",0.0704269881366674,0.657623974000318,""
"ME10","24hr-Heat",-0.296168361790885,0.0568531763076841,""
"ME10","72hr-Heat",-0.339552500550222,0.0278094258561738,"-0.34"
"ME10","120hr-Heat",-0.371895227768956,0.0153036392383061,"-0.37"
"ME3","0hr-Control",0.242806596291086,0.121293496843338,""
"ME3","1hr-Control",0.192575989214487,0.221765439018006,""
"ME3","3hr-Control",0.202252103251079,0.198963596897022,""
"ME3","12hr-Control",0.0981011945236966,0.536525544593845,""
"ME3","24hr-Control",0.0580426501405965,0.715025211703497,""
"ME3","72hr-Control",0.200978180863999,0.201867456239663,""
"ME3","120hr-Control",0.159476484396236,0.313065594093095,""
"ME3","0hr-Heat",0.185819273021869,0.238717186379041,""
"ME3","1hr-Heat",0.247479577863684,0.114074698132037,""
"ME3","3hr-Heat",0.0382792986343069,0.809803384542182,""
"ME3","12hr-Heat",-0.335346990384843,0.0299304914772622,"-0.34"
"ME3","24hr-Heat",-0.421569511630335,0.0054268980412019,"-0.42"
"ME3","72hr-Heat",-0.464569017633843,0.00193883627691209,"-0.46"
"ME3","120hr-Heat",-0.404325828552018,0.00791412984660287,"-0.4"
"ME6","0hr-Control",0.249235393283464,0.111448099169562,""
"ME6","1hr-Control",0.190688193161765,0.226415791361248,""
"ME6","3hr-Control",0.0525723819147576,0.740905350247923,""
"ME6","12hr-Control",0.0302011711490734,0.849416945448897,""
"ME6","24hr-Control",-0.129694060616614,0.413006741269961,""
"ME6","72hr-Control",0.15396843883597,0.330286097837206,""
"ME6","120hr-Control",0.159433224361596,0.313198586156758,""
"ME6","0hr-Heat",0.036383845395116,0.819060142301533,""
"ME6","1hr-Heat",0.257327278772752,0.0999326117798531,""
"ME6","3hr-Heat",0.109875791236573,0.488504883246234,""
"ME6","12hr-Heat",-0.117054396497455,0.460362976476861,""
"ME6","24hr-Heat",-0.149197326036575,0.34566980705246,""
"ME6","72hr-Heat",-0.398012479542217,0.00904342777145075,"-0.4"
